"Appendectomy With Complicated Principal Diagnosis With Mcc","338","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendectomy With Complicated Principal Diagnosis Without Cc/Mcc","340","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Ppo",,"72",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Appendectomy With Complicated Principal Diagnosis Without Cc/Mcc","340","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Amerigroup","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendectomy With Complicated Principal Diagnosis Without Cc/Mcc","340","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Va Community Care Network","Government",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendectomy Without Complicated Principal Diagnosis With Cc","342","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Clover Health","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendectomy Without Complicated Principal Diagnosis With Mcc","341","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendectomy","44950","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","6883",,,,,,,"fee schedule","3514.53","13766.01","APC"
"Appendico-vesicostomy","50845","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","5153.08",,,,,,,"fee schedule","3051","5843.31",
"Appendix Procedures With Cc","398","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Ambetter Health","Peach State Exchange","32626.59",,,,,,,"fee schedule","15389.9","32626.59","MSDRG Base Rate"
"Appendix Procedures With Cc","398","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Oscar Health","Exchange","20992.5",,,,,,,"fee schedule","15389.9","32626.59",
"Appendix Procedures With Cc","398","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Peach State Health Plan","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendix Procedures With Mcc","397","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos",,,"[Stop Loss: Total Charges > 166953.75 | Total % of Charge: 65] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1376] [Psych-Per Diem: 1376] [Rehab-Per Diem: 3466] [SNF-Per Diem: 1762] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Appendix Procedures Without Cc/Mcc","399","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Ppo",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Application lower leg splint","29515","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","4221.48",,,,,,,"fee schedule","162.99","4840.09",
"Application of body cast","29044","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","167.88",,,,,,,"fee schedule","162.99","4840.09","APC"
"Application of figure eight","29049","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","280.54","4840.09",
"Application of finger splint","29130","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","141.46",,,,,,,"fee schedule","133.45","4840.09","APC"
"Application of finger splint","29131","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","125.44",,,,,,,"fee schedule","59.17","4840.09","APC"
"Application of forearm cast","29075","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","288.95",,,,,,,"fee schedule","280.54","4840.09","APC"
"Application of forearm cast","29075","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","1343",,,,,,,"fee schedule","280.54","4840.09",
"Application of halo","20664","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","1612.85",,,,,,,"fee schedule","1612.85","6277","APC"
"Application of head brace","20661","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","1343","6277",
"Application of hip casts","29325","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","280.54","4840.09",
"Application of leg cast","29450","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","171.14",,,,,,,"fee schedule","162.99","4840.09","APC"
"Application of long arm cast","29065","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","280.54","4840.09",
"Application of long leg cast","29355","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","2678.54",,,,,,,"fee schedule","280.54","4840.09",
"Application of long leg cast","29365","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","288.95",,,,,,,"fee schedule","280.54","4840.09","APC"
"Apply bone fixation device","20690","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","8824.84",,,,,,,"fee schedule","3295","15429.7",
"Apply bone fixation device","20690","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","6689",,,,,,,"fee schedule","3295","15429.7",
"Apply bone fixation device","20692","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","4743",,,,,,,"fee schedule","4743","27300.32",
"Apply forearm splint","29126","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","282.92",,,,,,,"fee schedule","133.45","4840.09","APC"
"Apply interstit radiat compl","77778","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","965.39",,,,,,,"fee schedule","683.16","1480.99",
"Apply intrcav radiat simple","77761","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","565.3",,,,,,,"fee schedule","325.11","1174.93","APC"
"Apply long arm splint","29105","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","162.99","4840.09",
"Apply long leg cast brace","29358","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","594.74",,,,,,,"fee schedule","280.54","4840.09","APC"
"Apply long leg cast brace","29358","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","280.54","4840.09",
"Apply r&l pulm art bands","33620","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","8382.61",,,,,,,"fee schedule","3051","8382.61",
"Apply rem fixation device","20660","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","1645.11",,,,,,,"fee schedule","1612.85","5051.48","APC"
"Apply short leg cast","29405","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","280.54",,,,,,,"fee schedule","280.54","4840.09","APC"
"Apply short leg cast","29425","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","594.74",,,,,,,"fee schedule","280.54","4840.09","APC"
"Apply surf ldr radionuclide","77789","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","102.34",,,,,,,"fee schedule","102.34","222.47","APC"
"Apply surf ldr radionuclide","77789","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","152.94",,,,,,,"fee schedule","102.34","222.47",
"Aprepitant: 1 Blister Pack In 1 Carton (0781-2321-06)  / 1 Capsule In 1 Blister Pack","76843_00781232106","CDM","637","RC","J8501","HCPCS","00781232106","NDC","facility","both","1","EA",,"49.57","49.57",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Aprepitant: 1 Blister Pack In 1 Carton (68462-583-40)  / 1 Capsule In 1 Blister Pack","76843_68462058340","CDM","637","RC","J8501","HCPCS","68462058340","NDC","facility","both","1","EA",,"49.57","49.57",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Aqaprn-4 antb flo cytmtry ea","86053","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","12.05",,,,,,,"fee schedule","12.05","79.99",
"Aquaporin-4 antb elisa","86051","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","11.53",,,,,,,"fee schedule","8.65","24.44","APC"
"Aquaporin-4 antb elisa","86051","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","11.53",,,,,,,"fee schedule","8.65","24.44",
"Aquatic therapy/exercises","97113","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","36.99",,,,,,,"fee schedule","34.9","128","APC"
"Aqueous shunt eye w/o graft","66179","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","4419.21","11385",
"Ar full sequence analysis","0230U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","256.15",,,,,,,"fee schedule","226.01","638.86",
"Ar gene full gene sequence","81173","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","316.42",,,,,,,"fee schedule","226.01","638.86","APC"
"Art byp aortofemoral","35647","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","5345.54",,,,,,,"fee schedule","3051","7268.12",
"Art byp grft axill-brachial","35522","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","3051","7268.12",
"Art byp spenorenal","35636","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4419.21",,,,,,,"fee schedule","3051","7268.12",
"Art byp subclav-axillary","35616","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","7268.12",,,,,,,"fee schedule","3051","7268.12",
"Art byp subclav-axillary","35616","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","6409.58",,,,,,,"fee schedule","3051","7268.12",
"Art byp subclav-subclavian","35612","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","7268.12",,,,,,,"fee schedule","3051","7268.12",
"Art byp subclav-vertebrl","35645","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","4840.09",,,,,,,"fee schedule","3051","7268.12",
"Art pressure waveform analys","93050","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","29.88",,,,,,,"fee schedule","29.01","61.5","APC"
"Art trnsposj carotid subclav","35695","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","3051","7268.12",
"Art trnsposj carotid subclav","35695","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","4840.09",,,,,,,"fee schedule","3051","7268.12",
"Artery x-ray each vessel","75774","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","74.99",,,,,,,"fee schedule","74.99","110.48",
"Artery x-rays adrenal gland","75731","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","148.09",,,,,,,"fee schedule","147.1","6714.1",
"Artery x-rays arm/leg","75710","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","102.17",,,,,,,"fee schedule","101.49","6928.2",
"Artery x-rays arms/legs","75716","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","105.9",,,,,,,"fee schedule","105.9","6928.2",
"Artery x-rays spine","75705","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","11832.39",,,,,,,"fee schedule","199.5","11832.39","APC"
"Artery x-rays spine","75705","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","293.93",,,,,,,"fee schedule","199.5","11832.39",
"Artery x-rays spine","75705","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","284.55",,,,,,,"fee schedule","199.5","11832.39",
"Artesunate: 1 Injection, Powder, For Solution In 1 Vial (73607-002-01)","207267_73607000201","CDM","250","RC","J0391","HCPCS","73607000201","NDC","facility","both","1","EA",,"111.91","111.91",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Arthrd si jt prq wo tfxj dev","27278","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","10674.37",,,,,,,"fee schedule","5730","37284.11",
"Arthro/shoul surg; w/spacer","C9781","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","10006.92",,,,,,,"fee schedule","5730","27300.32",
"Arthro/shoul surg; w/spacer","C9781","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","8824.84",,,,,,,"fee schedule","5730","27300.32",
"Arthroscop rotator cuff repr","29827","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","15429.7",,,,,,,"fee schedule","5730","15429.7","APC"
"Arthroscopy of joint","29999","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","254.84",,,,,,,"fee schedule","247.41","11531.48","APC"
"Arthroscopy","509","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Ppo",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Arthrp ntrcrpl/crp/mtcrp ssp","25448","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","3347.53",,,,,,,"fee schedule","3281.9","7870","APC"
"Arthrp ntrcrpl/crp/mtcrp ssp","25448","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3514.53",,,,,,,"fee schedule","3281.9","7870",
"Asay of interleukin-6 (il-6)","83529","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","17.27",,,,,,,"fee schedule","12.95","36.61",
"Asc Only Unlisted Laparoscopy Procedure, Abdomen, Peritoneum And Omentum - Laparoscopic Iud Removal","4904932901","CDM","490","RC","49329","HCPCS",,,"facility","both",,,,"16385","16385",,,,,,,,,,,,,
"Asc Only Unlisted Procedure - Arthroscopy - Arthroscopic Drilling And Placement Bone Allograft, Mino","4902999934","CDM","490","RC","29999","HCPCS",,,"facility","both",,,,"8295","8295",,,,,,,,,,,,,
"Asc Only Unlisted Procedure - Femur Or Knee - Percutaneous Tenotomy Of Patella Tendon","4902759902","CDM","490","RC","27599","HCPCS",,,"facility","both",,,,"11148","11148",,,,,,,,,,,,,
"Asc Only Unlisted Procedure - Nervous System - Superior Cluneal Nerve Block, Pulsed Rfa W/Fluoroscop","4906499910","CDM","490","RC","64999","HCPCS",,,"facility","both",,,,"9355","9355",,,,,,,,,,,,,
"Aspergillus ag ia","87305","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","12.22",,,,,,,"fee schedule","8.99","25.4","APC"
"Aspirate pleura w/o imaging","32554","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","629.2","4840.09",
"Aspirate pleura w/o imaging","32554","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","3722.82",,,,,,,"fee schedule","629.2","4840.09",
"Aspiration orbital contents","67415","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","2384.68",,,,,,,"fee schedule","2384.68","5055.51","APC"
"Assay 17- ketosteroids","83586","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","13.57",,,,,,,"fee schedule","9.6","27.14","APC"
"Assay Of Homocystine","83090","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","18.82",,,,,,,"fee schedule","13.44","37.99","APC"
"Assay Of Nos Vitamin","84591","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","17.06",,,,,,,"fee schedule","12.8","36.17","APC"
"Assay acid phosphatase","84060","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","8.1",,,,,,,"fee schedule","5.73","16.2","APC"
"Assay aminolevulinic acid","82135","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","16.61",,,,,,,"fee schedule","12.34","34.87","APC"
"Assay anti-mullerian horm","82166","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","38.62",,,,,,,"fee schedule","28.97","81.87",
"Assay blood carbon dioxide","82374","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","5.17",,,,,,,"fee schedule","3.66","10.35","APC"
"Assay c-d transfer measure","82373","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","18.06",,,,,,,"fee schedule","13.55","38.29","APC"
"Assay carbamazepine total","80156","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","14.57",,,,,,,"fee schedule","10.93","30.89",
"Assay carboxyhb quant","82375","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","12.94",,,,,,,"fee schedule","9.24","26.12","APC"
"Assay chondroitin sulfate","82485","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","17.55",,,,,,,"fee schedule","15.49","43.78",
"Assay iga/igd/igg/igm each","82784","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","9.86",,,,,,,"fee schedule","6.98","19.72","APC"
"Assay malate dehydrogenase","83775","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7.37",,,,,,,"fee schedule","5.53","15.62",
"Assay myeloperoxidase","83876","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","51.88",,,,,,,"fee schedule","38.15","107.82","APC"
"Assay nephelometry not spec","83883","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","13.74",,,,,,,"fee schedule","10.2","28.83","APC"
"Assay nephelometry not spec","83883","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","14.42",,,,,,,"fee schedule","10.2","28.83","APC"
"Assay nonendocrine receptor","84238","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","37.3",,,,,,,"fee schedule","27.43","77.53","APC"
"Assay of 17-hydroxypregneno","84143","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","41.06",,,,,,,"fee schedule","17.11","48.36",
"Assay of 5-hiaa","83497","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","10.97",,,,,,,"fee schedule","9.68","27.35",
"Assay of aldolase","82085","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","17.48",,,,,,,"fee schedule","7.28","20.59",
"Assay of aldosterone","82088","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","30.56",,,,,,,"fee schedule","30.56","86.39",
"Assay of amikacin","80150","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","31.97",,,,,,,"fee schedule","11.31","31.97","APC"
"Assay of amylase","82150","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","6.8",,,,,,,"fee schedule","4.86","13.74","APC"
"Assay of amylase","82150","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","6.87",,,,,,,"fee schedule","4.86","13.74","APC"
"Assay of apolipoprotein","82172","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","21.09",,,,,,,"fee schedule","15.82","44.71",
"Assay of ascorbic acid","82180","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","8.41",,,,,,,"fee schedule","7.42","20.97",
"Assay of b hexosaminidase","83080","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","25.31",,,,,,,"fee schedule","12.65","35.76",
"Assay of beta-2 protein","82232","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","16.99",,,,,,,"fee schedule","12.14","34.3","APC"
"Assay of biotinidase","82261","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","23.98",,,,,,,"fee schedule","12.65","35.76",
"Assay of blood chloride","82435","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","6.9",,,,,,,"fee schedule","3.45","9.75",
"Assay of blood fatty acids","82725","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","19.33",,,,,,,"fee schedule","14.08","39.79","APC"
"Assay of blood lipoprotein","83719","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","12.75",,,,,,,"fee schedule","9.56","27.03",
"Assay of blood lipoprotein","83719","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","13.52",,,,,,,"fee schedule","9.56","27.03","APC"
"Assay of blood osmolality","83930","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","6.81",,,,,,,"fee schedule","4.96","14.01","APC"
"Assay of blood pku","84030","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","9.9",,,,,,,"fee schedule","4.13","11.66",
"Assay of blood pku","84030","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","11.66",,,,,,,"fee schedule","4.13","11.66","APC"
"Assay of blood pku","84030","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","5.5",,,,,,,"fee schedule","4.13","11.66",
"Assay of calcitonin","82308","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","27.59",,,,,,,"fee schedule","20.09","56.79","APC"
"Assay of calcitonin","82308","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","36.59",,,,,,,"fee schedule","20.09","56.79",
"Assay of calcium","82330","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","18.69",,,,,,,"fee schedule","10.26","29",
"Assay of cathepsin-d","82387","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","18.42",,,,,,,"fee schedule","13.55","38.29","APC"
"Assay of chromium","82495","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","20.28",,,,,,,"fee schedule","15.21","42.99",
"Assay of ck (cpk)","82550","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","9.77",,,,,,,"fee schedule","4.88","13.8",
"Assay of ck (cpk)","82550","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","6.51",,,,,,,"fee schedule","4.88","13.8",
"Assay of copper","82525","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","12.53",,,,,,,"fee schedule","9.31","26.31","APC"
"Assay of corticosteroids 17","83491","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","18.97",,,,,,,"fee schedule","13.43","37.95","APC"
"Assay of corticosterone","82528","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","22.52",,,,,,,"fee schedule","16.89","47.74",
"Assay of creatinine","82565","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","5.12",,,,,,,"fee schedule","3.84","10.85",
"Assay of cryofibrinogen","82585","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","14.99",,,,,,,"fee schedule","10.61","29.98","APC"
"Assay of cryoglobulin","82595","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","6.47",,,,,,,"fee schedule","4.85","13.72",
"Assay of csf protein","83873","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","18.06",,,,,,,"fee schedule","12.9","36.46","APC"
"Assay of digoxin free","80163","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","13.55",,,,,,,"fee schedule","9.96","28.15","APC"
"Assay of digoxin total","80162","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","23.9",,,,,,,"fee schedule","9.96","28.15",
"Assay of endocrine hormone","84235","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","75.5",,,,,,,"fee schedule","53.42","151.01","APC"
"Assay of estradiol","82670","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","27.94",,,,,,,"fee schedule","20.96","59.23",
"Assay of estrogen","84233","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","74.7",,,,,,,"fee schedule","65.91","186.31",
"Assay of etiocholanolone","82696","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","22.3",,,,,,,"fee schedule","19.68","55.63",
"Assay of feces for trypsin","84490","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","17.87",,,,,,,"fee schedule","7.45","21.05",
"Assay of feces for trypsin","84490","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","9.93",,,,,,,"fee schedule","7.45","21.05",
"Assay of feces porphyrins","84126","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","58.67",,,,,,,"fee schedule","29.33","82.91",
"Assay of feces/urobilinogen","84577","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","17.3",,,,,,,"fee schedule","12.6","35.62","APC"
"Assay of feces/urobilinogen","84577","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","17.64",,,,,,,"fee schedule","12.6","35.62","APC"
