"Destruction of skin lesions","17272","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","426.63",,,,,,,"fee schedule","201.24","4840.09","APC"
"Destruction of skin lesions","17272","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","201.24","4840.09",
"Destruction of skin lesions","17273","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","419.98",,,,,,,"fee schedule","407.74","4840.09","APC"
"Destruction of skin lesions","17274","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","419.98",,,,,,,"fee schedule","407.74","4840.09","APC"
"Destruction of skin lesions","17274","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","407.74","4840.09",
"Destruction of skin lesions","17280","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","2987",,,,,,,"fee schedule","201.24","4840.09",
"Destruction of skin lesions","17280","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","213.32",,,,,,,"fee schedule","201.24","4840.09","APC"
"Destruction of skin lesions","17282","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","201.24","4840.09",
"Destruction of skin lesions","17283","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","432.21",,,,,,,"fee schedule","407.74","4840.09","APC"
"Destruction penis lesion(s)","54050","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","407.74","4840.09",
"Destruction rectal tumor","45190","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","11385",,,,,,,"fee schedule","2784.06","11403.39",
"Detect agent nos dna amp","87798","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","49.87",,,,,,,"fee schedule","26.32","74.39",
"Detect agent nos dna dir","87797","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","45.05",,,,,,,"fee schedule","22.52","63.66",
"Detect agent nos dna dir","87797","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","22.52",,,,,,,"fee schedule","22.52","63.66",
"Detect agent nos dna quant","87799","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","43.7",,,,,,,"fee schedule","32.13","90.82","APC"
"Detect agent nos dna quant","87799","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","58.52",,,,,,,"fee schedule","32.13","90.82",
"Detect agnt mult dna ampli","87801","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","70.2",,,,,,,"fee schedule","52.65","148.82",
"Dextrose: 20 Pouch In 1 Case (0990-7923-37)  / 4 Bag In 1 Pouch / 100 Ml In 1 Bag","2364_00990792337","CDM","250","RC","J7060","HCPCS","00990792337","NDC","facility","both","1","EA",,"35.87","35.87",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Dextrose: 48 Pouch In 1 Case (0990-7923-23)  / 1 Bag In 1 Pouch / 100 Ml In 1 Bag","5000224_00990792323","CDM","250","RC","J7060","HCPCS","00990792323","NDC","facility","both","1","EA",,"35.2","35.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Di gnotyp slc4a1 exon 19","0183U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","194.46",,,,,,,"fee schedule","138.9","392.62","APC"
"Di gnotyp slc4a1 exon 19","0183U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","252.96",,,,,,,"fee schedule","138.9","392.62",
"Diab manage trn  per indiv","G0108","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","119.84",,,,,,,"fee schedule","56.53","119.84","APC"
"Diab manage trn  per indiv","G0108","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","58.23",,,,,,,"fee schedule","56.53","119.84","APC"
"Diabetes With Cc","638","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","15638.45",,,,,,,"fee schedule","9459.46","21111.85",
"Diabetes With Cc","638","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Phcs","All Commercial Plans",,"70",,"28906.4","28906.4","28906.4","1 through 10","percent of total billed charges",,,
"Diabetes With Cc","638","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos",,,"[Stop Loss: Total Charges > 307779 | Total % of Charge: 59] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 3703] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Case Rate: 53400 Days: 8 Additional Days: 5291] [PTCA-Case Rate: 20258 Days: 4 Additional Days: 5291]","14821.41","14821.41","14821.41","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Diabetes With Mcc","637","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hmo/Pos",,,"[Stop Loss: Total Charges > 302159 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 2455] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 52424 Days: 8 Additional Days: 5194] [PTCA-Per Diem: 19887 Days: 4 Additional Days: 5194] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Diabetes With Mcc","637","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Ppo",,"84.14",,"61800.21","61800.21","61800.21","1 through 10","percent of total billed charges",,,
"Diabetes With Mcc","637","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Hmo/Pos","24355.35",,,,,,,"fee schedule","14713.39","31192.39",
"Diabetes Without Cc/Mcc","639","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","7539.15",,,,,,,"fee schedule","6462.38","15983","MSDRG Base Rate"
"Diabetes Without Cc/Mcc","639","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan","7991.5",,,,,,,"fee schedule","6462.38","15983","MSDRG Base Rate"
"Diag laparo separate proc","49320","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","7030.77",,,,,,,"fee schedule","4962.02","12855.28",
"Diag laparo separate proc","49320","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","6293.23",,,,,,,"fee schedule","4962.02","12855.28",
"Diagnostic anoscopy & biopsy","46607","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","1200.26",,,,,,,"fee schedule","1200.26","6803","APC"
"Diagnostic anoscopy spx","46600","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","282.92",,,,,,,"fee schedule","133.45","4840.09","APC"
"Diagnostic laryngoscopy","31575","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","3295",,,,,,,"fee schedule","200.21","4840.09",
"Diagnostic laryngoscopy","31575","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","200.21","4840.09",
"Diagnostic sigmoidoscopy","45330","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","932.77","4840.09",
"Dialysis","5401","APC",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Ppo",,,"[OP Surgery  (%BC): 72] [Observation (%BC): 72] [Emergency Department (%BC): 72] [Occupational Therapy (%BC): 72] [Physical Therapy (%BC): 72] [Respiratory Services/Therapy  (%BC): 72] [Speech Therapy (%BC): 72] [OP High Cost Drugs (%BC): 72] [All Other OP (%BC): 72]","500","500","500","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Dianeal Low Calcium With Dextrose: 6000 Ml In 1 Bag (0941-0459-01)","13373_00941045901","CDM","250","RC","00941045901","NDC",,,"facility","both","1","EA",,"414.58","414.58",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Diazoxide: 1 Bottle, Dropper In 1 Carton (0254-1010-19)  / 30 Ml In 1 Bottle, Dropper","19713_00254101019","CDM","637","RC","00254101019","NDC",,,"facility","both","1","EA",,"176.13","176.13",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Diclofenac Sodium: 100 Tablet, Delayed Release In 1 Bottle (16571-203-10)","15339_16571020310","CDM","637","RC","16571020310","NDC",,,"facility","both","1","EA",,"2.73","2.73",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Dicyclomine Hydrochloride: 473 Ml In 1 Bottle (0054-0622-63)","42119_00054062263","CDM","637","RC","00054062263","NDC",,,"facility","both","1","EA",,"8.53","8.53",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Digestive Malignancy With Cc","375","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","23479.23",,,,,,,"fee schedule","12672.09","26956.88",
"Digestive Malignancy With Cc","375","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos",,,"[Stop Loss: Total Charges > 166953.75 | Total % of Charge: 65] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1376] [Psych-Per Diem: 1376] [Rehab-Per Diem: 3466] [SNF-Per Diem: 1762] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Digestive Malignancy With Cc","375","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan","20548.94",,,,,,,"fee schedule","12672.09","26956.88",
"Digestive Malignancy With Mcc","374","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Peach State Health Plan","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","16483.19","16483.19","16483.19","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Digestive Malignancy Without Cc/Mcc","376","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Exchange",,,"[Stop Loss: Total Charges > 258976 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Nursery  Level 1- Boarder-Per Diem: 1487] [Nursery  Level 2-Per Diem: 2066] [Nursery  Level 3-Per Diem: 2360] [Nursery  Level 4-NICU-Per Diem: 2697] [Alcohol/ Chemical Dependency-Per Diem: 1696] [Psych-Per Diem: 1696] [Rehab-Per Diem: 2046] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 44934 Days: 8 Additional Days: 4452] [PTCA-Per Diem: 17045 Days: 4 Additional Days: 4452] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Digestive Malignancy Without Cc/Mcc","376","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Ppo",,"72",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Digestive Malignancy Without Cc/Mcc","376","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Ppo",,"84.14",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Digestive Malignancy Without Cc/Mcc","376","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","10205.62",,,,,,,"fee schedule","9105.71","21635.91","MSDRG Base Rate"
"Digestive Malignancy Without Cc/Mcc","376","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Humana","Medicare Managed Care Plan",,,"[Stop Loss: Total Charges > 280996.40 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Psych-Per Diem: 1586.94] [Rehab-Per Diem: 2866.64] [SNF-Per Diem: 1205.38] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [PTCA-Case Rate: 18334.60] [Trauma-Per Diem: 4042.30]","7842.9","7842.9","7842.9","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Digital sub 2 or more images","D0394","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","92.53",,,,,,,"fee schedule","87.29","185.05","APC"
"Dilat xst trc ndurlgc px","50436","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","4840.09",,,,,,,"fee schedule","2572","11385",
"Dilat xst trc new access rcs","50437","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","3826",,,,,,,"fee schedule","3295","8364.54",
"Dilate biliary duct/ampulla","47542","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","1343","2987",
"Dilate urethra stricture","53605","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","3826",,,,,,,"fee schedule","2912","7495.56",
"Dilate urethra stricture","53621","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3051",,,,,,,"fee schedule","250.6","4840.09",
"Dilate urethra stricture","53621","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","250.6","4840.09",
"Dilate urethra stricture","53621","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","1343",,,,,,,"fee schedule","250.6","4840.09",
"Dilation of anal sphincter","45905","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","1212.26",,,,,,,"fee schedule","1200.26","5051.48","APC"
"Dilation of cervical canal","57800","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","2572","6883.46",
"Dilation of rectal narrowing","45910","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","3590",,,,,,,"fee schedule","1200.26","5051.48",
"Dilation of rectal narrowing","45910","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","2912",,,,,,,"fee schedule","1200.26","5051.48",
"Dilation of salivary duct","42660","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","540.96","4840.09",
"Dilation of urethra","53661","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","137.45",,,,,,,"fee schedule","133.45","4840.09","APC"
"Diphenhydramine Hcl: 3 Tray In 1 Case (0121-1730-30)  / 10 Cup, Unit-Dose In 1 Tray / 10 Ml In 1 Cup, Unit-Dose (0121-1730-10)","209489_00121173030","CDM","636","RC","Q0163","HCPCS","00121173030","NDC","facility","both","1","EA",,"11.33","11.33",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Diphtheria antibody","86648","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","15.21",,,,,,,"fee schedule","11.41","32.25",
"Dipropylacetic acid free","80165","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","20.31",,,,,,,"fee schedule","10.16","28.7",
"Dipropylacetic acid free","80165","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","13.81",,,,,,,"fee schedule","10.16","28.7","APC"
"Discography cerv/thor spine","72285","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","4152.3",,,,,,,"fee schedule","113.18","4298.38","APC"
"Dise eval slp do brth flx dx","42975","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","5051.48",
"Disopyramide Phosphate: 100 Capsule In 1 Bottle (0093-3127-01)","2535_00093312701","CDM","637","RC","00093312701","NDC",,,"facility","both","1","EA",,"10.3","10.3",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc","442","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Amerigroup","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]","11083.24","11083.24","11083.24","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc","442","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Ppo",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc","442","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Optum","Ccn Government",,,"[MSDRG Base Rate: FEE SCHEDULE]","26208.46","22301.5","62983.39","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Cc","442","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Sonder Health Plans","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis With Mcc","441","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos","37747.4",,,,,,,"fee schedule","17862.84","40131.07",
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis Without Cc/Mcc","443","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Hmo/Pos",,,"[Stop Loss: Total Charges > 302159 | Total % of Charge: 55] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1979] [Psych-Per Diem: 1979] [Rehab-Per Diem: 2455] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Per Diem: 52424 Days: 8 Additional Days: 5194] [PTCA-Per Diem: 19887 Days: 4 Additional Days: 5194] [Transplants-Case Rate: FEE SCHEDULE] [Pancreas Transplant (%BC): 80]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of Liver Except Malignancy, Cirrhosis Or Alcoholic Hepatitis Without Cc/Mcc","443","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of Pancreas Except Malignancy With Cc","439","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hmo",,,"[Stop Loss: Total Charges > 199621.03 | Total % of Charge: 69] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 17240.57] [Normal Vaginal Delivery-Case Rate: 12314.69] [Psych-Per Diem: 2293] [Rehab-Per Diem: 3661.16] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]","16631.16","16631.16","17229.05","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of Pancreas Except Malignancy With Cc","439","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Hmo/Pos",,,"[Stop Loss: Total Charges > 166953.75 | Total % of Charge: 65] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Alcohol/ Chemical Dependency-Per Diem: 1376] [Psych-Per Diem: 1376] [Rehab-Per Diem: 3466] [SNF-Per Diem: 1762] [IP High Cost Drugs (%BC): 76] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]","16281.87","14123.12","16767.59","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of Pancreas Except Malignancy With Cc","439","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","8152.96","7743.81","9413.03","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of Pancreas Except Malignancy With Mcc","438","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of Pancreas Except Malignancy With Mcc","438","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Medicare Managed Care Plan","16415.68",,,,,,,"fee schedule","16415.68","35322.47","MSDRG Base Rate"
"Disorders Of Personality And Impulse Control","883","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Sonder Health Plans","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of Personality And Impulse Control","883","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Hmo/Pos","39411.37",,,,,,,"fee schedule","19145.81","41069.64",
"Disorders Of The Biliary Tract With Cc","445","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan","11702.05",,,,,,,"fee schedule","11183.86","24808.35","MSDRG Base Rate"
"Disorders Of The Biliary Tract With Cc","445","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Ppo",,,"[IP High Cost Drugs (%BC): 72] [All Other IP (%BC): 72]","17710.23","17710.23","17710.23","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Disorders Of The Biliary Tract Without Cc/Mcc","446","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Aetna","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of The Biliary Tract Without Cc/Mcc","446","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hpn Other Commercial Plan",,,"[Stop Loss: Total Charges > 210600.19 | Total % of Charge: 69] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [C-Section-Case Rate: 15204.02] [Normal Vaginal Delivery-Case Rate: 10860.01] [Psych-Per Diem: 2022.14] [Rehab-Per Diem: 3228.69] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 70] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of The Biliary Tract Without Cc/Mcc","446","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Disorders Of The Biliary Tract Without Cc/Mcc","446","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan","9352.28",,,,,,,"fee schedule","8221.85","19826.83","MSDRG Base Rate"
"Division of fallopian tube","58600","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3600",,,,,,,"fee schedule","3011.79","7750",
"Dlyd plmt xtn prosth 1st vsl","34710","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","7392.41",,,,,,,"fee schedule","4817","8382.61",
"Dmpk gene charac alleles","81239","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","277.58",,,,,,,"fee schedule","206.12","582.64","APC"
"Dna antb 2strand hi avidity","0039U","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","10.31",,,,,,,"fee schedule","10.31","29.13",
"Dna antibody single strand","86226","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","9.08",,,,,,,"fee schedule","9.08","25.67",
"Doxy 100: 10 Vial In 1 Tray (63323-130-11)  / 10 Ml In 1 Vial (63323-130-02)","2622_63323013011","CDM","250","RC","J1271","HCPCS","63323013011","NDC","facility","both","1","EA",,"112.19","112.19",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
