"Endo cholangiopancreatograph","43261","HCPCS",,,,,,,"facility","outpatient",,,,,,"Kaiser","Hmo","3600",,,,,,,"fee schedule","3295","8198.32",
"Endo defect closure GI tract","C9901","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","5405",,,,,,,"fee schedule","5405","22603.4",
"Endo outlet restrict w/tube","C9785","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","10768.6",,,,,,,"fee schedule","5405","22603.4","APC"
"Endocerv curettage w/scope","57456","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","305.65","4840.09",
"Endocrine Disorders With Cc","644","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]","10753.77","10465.65","10847.43","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Endocrine Disorders With Mcc","643","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Medicare Managed Care Plan","16555.55",,,,,,,"fee schedule","16555.55","35184.48","MSDRG Base Rate"
"Endocrine Disorders Without Cc/Mcc","645","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Ambetter Health","Peach State Exchange","18726.47",,,,,,,"fee schedule","8034.15","18726.47","MSDRG Base Rate"
"Endocrine Disorders Without Cc/Mcc","645","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Phcs","All Commercial Plans",,"70",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Endocrine surgery procedure","60699","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","6124.45",,,,,,,"fee schedule","2572","12855.28","APC"
"Endocrine surgery procedure","60699","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","6063.81",,,,,,,"fee schedule","2572","12855.28","APC"
"Endoluminal bx biliary tree","47543","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","2987",
"Endoluminl ivus oct c 1st","92978","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","2572",
"Endometr ablate thermal","58353","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","9512",,,,,,,"fee schedule","4419.21","10726",
"Endometr ablate thermal","58353","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","5117.93",,,,,,,"fee schedule","4419.21","10726","APC"
"Endometr ablate thermal","58353","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","10726",,,,,,,"fee schedule","4419.21","10726",
"Endoscopic Tubal Interruption","362","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Multiplan","Ppo",,"90",,,,,"0","percent of total billed charges",,,"No services performed during 15-month lookback period."
"Endoscopic injection/implant","51715","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","6689",,,,,,,"fee schedule","3514.53","7870",
"Endoscopic vein harvest","33508","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","2572",
"Endoscopy bowel pouch/biop","44386","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","2678.54",,,,,,,"fee schedule","932.77","4840.09",
"Endoscopy ligate perf veins","37500","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7797",,,,,,,"fee schedule","3925","9172",
"Endoscopy of bowel pouch","44385","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","932.77","4840.09",
"Endoscopy of ureter","50951","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","7495.56",,,,,,,"fee schedule","1952","7495.56","APC"
"Endoscopy swallow (fees) vid","92612","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","56.43",,,,,,,"fee schedule","53.24","112.87","APC"
"Endovasc visc aorta 2 graft","34842","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","8382.61",,,,,,,"fee schedule","5125.78","8382.61",
"Endovasc visc aorta 3 graft","34843","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","7392.41",,,,,,,"fee schedule","5125.78","8382.61",
"Endovascular Abdominal Aorta With Iliac Branch Procedures","213","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Endovascular Cardiac Valve Replacement And Supplement Procedures With Mcc","266","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan",,,"[Stop Loss: Total Charges > 307779 | Total % of Charge: 59] [Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE] [Rehab-Per Diem: 3148] [IP High Cost Drugs ($): 0 Charge Threshold 1000 (%BC): 76] [IP Prosthetics/Implants/Devices ($): 0 Charge Threshold 400 (%BC): 76] [Cardiac Surgery-Case Rate: 45389 Days: 8 Additional Days: 4497] [PTCA-Case Rate: 17219 Days: 4 Additional Days: 4497]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Endovascular Cardiac Valve Replacement And Supplement Procedures Without Mcc","267","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Kaiser","Hmo",,,"[Stop Loss: Total Charges > 258701 | Total % of Charge: 54.13] [Lesser Than Charges paid at %: 100] [Medical-Per Diem: 4009 Days: 1 Additional Days: 3196] [Surgical-Case Rate: 10825] [ICU-Per Diem: 4009] [CCU-Per Diem: 4009] [Step Down-Per Diem: 3345] [C-Section-Per Diem: 4272 Days: 1 Additional Days: 2927] [Normal Vaginal Delivery-Per Diem: 3720 Days: 1 Additional Days: 2927] [Nursery  Level 1- Boarder-Per Diem: 1190] [Nursery  Level 2-Per Diem: 2044] [Nursery  Level 3-Per Diem: 3019] [Nursery  Level 4-NICU-Per Diem: 3264] [Psych-Per Diem: 1448] [Rehab-Per Diem: 2500] [IP High Cost Drugs (%BC): 38] [IP Prosthetics/Implants/Devices (%BC): 76] [Transplants-Case Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Endovascular Cardiac Valve Replacement And Supplement Procedures Without Mcc","267","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","84895.6",,,,,,,"fee schedule","43956.67","99874.41",
"Endoven ther chem adhes 1st","36482","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","7797",,,,,,,"fee schedule","4419.21","11832.39",
"Endovenous mchnchem 1st vein","36473","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","6293.23",,,,,,,"fee schedule","3167.03","7870",
"Endovenous rf vein add-on","36476","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","1343","11403.39",
"Enlarge breast with implant","19325","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","11403.39",,,,,,,"fee schedule","6309.89","17379.99",
"Entamoeb hist group ag ia","87337","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","11.98",,,,,,,"fee schedule","8.99","25.4",
"Enterectomy w/taper cong","44127","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3514.53",,,,,,,"fee schedule","3051","8364.54",
"Enterovirus antibody","86658","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","13.16",,,,,,,"fee schedule","9.77","27.62","APC"
"Enterovirus antibody","86658","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","13.81",,,,,,,"fee schedule","9.77","27.62","APC"
"Enzyme histochemistry","88319","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","628.2",,,,,,,"fee schedule","81.35","1713.21",
"Epidrm autogrft t/a/l add-on","15111","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","1343","4840.09",
"Epidrm autogrft trnk/arm/leg","15110","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","2912",,,,,,,"fee schedule","2069.52","5051.48",
"Epinephrine: 2 Container In 1 Carton (49502-102-02)  / 1 Syringe, Glass In 1 Container (49502-102-01)  / .3 Ml In 1 Syringe, Glass","124987_49502010202","CDM","636","RC","J0171","HCPCS","49502010202","NDC","facility","both","1","EA",,"450.8","450.8",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Episiotomy or vaginal repair","59300","HCPCS",,,,,,,"facility","outpatient",,,,,,"Wellcare","Medicare Managed Care Plan","3441.73",,,,,,,"fee schedule","3011.79","6883.46","APC"
"Epistaxis With Mcc","150","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Amerigroup","Medicaid Managed Care Plan",,,"[Inpatient Services: Payer leverages state specific Medicaid payment methodology. Available, referenceable algorithm logic found here: https://dch.georgia.gov/providers/provider-types/hospital-providers]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Epistaxis With Mcc","150","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Optum","Ccn Government","13787.91",,,,,,,"fee schedule","13787.91","29341.98","MSDRG Base Rate"
"Epistaxis With Mcc","150","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Oscar Health","Exchange","19172.49",,,,,,,"fee schedule","13787.91","29341.98",
"Epistaxis Without Mcc","151","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Va Community Care Network","Government","8531.49",,,,,,,"fee schedule","7817.56","18086.76","MSDRG Base Rate"
"Epistaxis Without Mcc","151","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Wellcare","Medicare Managed Care Plan",,,"[MSDRG Base Rate: FEE SCHEDULE]",,,,"0","other",,,"No services performed during 15-month lookback period."
"Ercp ea duct/ampulla dilate","43277","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","8198.32",,,,,,,"fee schedule","3514.53","11385","APC"
"Ercp ea duct/ampulla dilate","43277","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","4557",,,,,,,"fee schedule","3514.53","11385",
"Ercp remove duct calculi","43264","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","4557",,,,,,,"fee schedule","3295","8198.32",
"Ercp remove forgn body duct","43275","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","5405",,,,,,,"fee schedule","1924.71","11385",
"Ercp remove forgn body duct","43275","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","11385",,,,,,,"fee schedule","1924.71","11385",
"Ercp sphincter pressure meas","43263","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","3895",,,,,,,"fee schedule","1924.71","5843.31",
"Esoph endoscopy dilation","43226","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","1982.45",,,,,,,"fee schedule","1924.71","5051.48","APC"
"Esoph endoscopy dilation","43226","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","1924.71","5051.48",
"Esoph fundoplasty thor","43328","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","4962.02",,,,,,,"fee schedule","3051","7972.53",
"Esoph imped function test","91037","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","2572",,,,,,,"fee schedule","216.58","2572",
"Esoph scope w/sclerosis inj","43204","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","3425",,,,,,,"fee schedule","1924.71","5051.48",
"Esoph scope w/submucous inj","43201","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","4080.39",,,,,,,"fee schedule","1924.71","5051.48","APC"
"Esoph scope w/submucous inj","43201","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5051.48",,,,,,,"fee schedule","1924.71","5051.48",
"Esoph scope w/submucous inj","43201","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","1924.71","5051.48",
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc","391","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Bcbs","Hmo","24842.33",,,,,,,"fee schedule","13231.91","28051.65",
"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc","392","MS-DRG",,,,,,,"facility","inpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan",,,"[Lesser Than Charges paid at %: 100] [MSDRG Base Rate: FEE SCHEDULE]","8363.36","8363.36","8386.65","1 through 10","other",,,"Contracting method is an algorithm described in the 'standard_charges|algorithm' field. The allowed amount provided accounts for the structural rates, conditions, and utilization elements inherent in the payer's algorithm."
"Esophagoscop mucosal resect","43211","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Hpn Whole Health Other Commercial Plan","3826",,,,,,,"fee schedule","1924.71","5495",
"Esophagoscop stent placement","43212","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Value Secure Medicare Managed Care Plan","6150.15",,,,,,,"fee schedule","3295","12909.23","APC"
"Esophagoscopy flex biopsy","43202","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5051.48",,,,,,,"fee schedule","1924.71","5051.48",
"Esophagoscopy flex biopsy","43202","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","4454.79",,,,,,,"fee schedule","1924.71","5051.48",
"Esophagoscopy flexible brush","43200","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","2572",,,,,,,"fee schedule","909.73","4840.09",
"Esophagoscopy retro balloon","43213","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","4080.39",,,,,,,"fee schedule","1924.71","7750","APC"
"Esophagoscopy rigid balloon","43195","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","3983.15",,,,,,,"fee schedule","2912","8198.32","APC"
"Esophagoscopy rigid balloon","43195","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","3867.13",,,,,,,"fee schedule","2912","8198.32","APC"
"Esophagoscopy rigid trnso dx","43191","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","1963.21",,,,,,,"fee schedule","1924.71","5495","APC"
"Esophagoscp rig trnso inject","43192","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Healthspring Medicare Managed Care Plan","1982.45",,,,,,,"fee schedule","1924.71","7750","APC"
"Esophagus motility study","91010","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","793.49",,,,,,,"fee schedule","374.29","2987","APC"
"Esphgsc flx 1st tndsc dilat","0884T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","6089.26",,,,,,,"fee schedule","3514.53","12909.23","APC"
"Establish brain cavity shunt","62200","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Medicare Managed Care Plan","5345.54",,,,,,,"fee schedule","3051","10006.92",
"Estradiol response panel","80415","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","41.92",,,,,,,"fee schedule","41.92","118.49",
"Estradiol: 8 Pouch In 1 Carton (0378-4640-26)  / 1 Patch In 1 Pouch (0378-4640-16)  / 3.5 D In 1 Patch","27461_00378464026","CDM","637","RC","00378464026","NDC",,,"facility","both","1","EA",,"41.2","41.2",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Esw integ wnd hlg 1st wnd","0512T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Hmo/Pos","1580",,,,,,,"fee schedule","201.24","4840.09",
"Euglobulin lysis","85360","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Exchange","12.62",,,,,,,"fee schedule","6.31","17.83",
"Ev fempop artl revsc","0505T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","12158.06",,,,,,,"fee schedule","4817","24547.7","APC"
"Ev fempop artl revsc","0505T","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","11403.39",,,,,,,"fee schedule","4817","24547.7",
"Evaluate speech production","92522","HCPCS",,,,,,,"facility","outpatient",,,,,,"Ambetter Health","Peach State Exchange","227.14",,,,,,,"fee schedule","107.14","249.66","APC"
"Evaluation cervical mucus","89330","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","14.18",,,,,,,"fee schedule","7.79","22.01",
"Evaluation of speech fluency","92521","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","141.21",,,,,,,"fee schedule","128","298.62","APC"
"Evaluation of speech fluency","92521","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","134.49",,,,,,,"fee schedule","128","298.62","APC"
"Evenity: 2 Syringe In 1 Carton (55513-880-02)  / 1.17 Ml In 1 Syringe (55513-880-01)","167848_55513088002","CDM","636","RC","J3111","HCPCS","55513088002","NDC","facility","both","1","EA",,"28.96","28.96",,,,,,,,,,,,,"Price is variable based on underlying billing methodology - especially, for drug and supply items."
"Ex arm/elbow tum deep 5 cm/>","24073","HCPCS",,,,,,,"facility","outpatient",,,,,,"Oscar Health","Exchange","4557",,,,,,,"fee schedule","2913.5","11385",
"Ex arm/elbow tum deep < 5 cm","24076","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3514.53",,,,,,,"fee schedule","2912","6176.62",
"Exam feces for meat fibers","89160","HCPCS",,,,,,,"facility","outpatient",,,,,,"Devoted Health","Medicare Managed Care Plan","4.85",,,,,,,"fee schedule","3.64","10.28","APC"
"Exam of vagina w/scope","57420","HCPCS",,,,,,,"facility","outpatient",,,,,,"Aetna","Medicare Managed Care Plan","311.76",,,,,,,"fee schedule","305.65","4840.09","APC"
"Exam of vagina w/scope","57420","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hpn Other Commercial Plan","3722.82",,,,,,,"fee schedule","305.65","4840.09",
"Exam/biopsy of vulva w/scope","56821","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","4840.09",,,,,,,"fee schedule","305.65","4840.09",
"Exc Skin Abd Add-on","15847","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","1343",,,,,,,"fee schedule","1343","6293.23",
"Exc abd tum over 10 cm","49205","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Hmo","5843.31",,,,,,,"fee schedule","3051","7118",
"Exc back les sc < 3 cm","21930","HCPCS",,,,,,,"facility","outpatient",,,,,,"Cigna","Hmo/Pos","4797",,,,,,,"fee schedule","1656.59","5345.54",
"Exc back les sc < 3 cm","21930","HCPCS",,,,,,,"facility","outpatient",,,,,,"Clover Health","Medicare Managed Care Plan","1739.42",,,,,,,"fee schedule","1656.59","5345.54","APC"
"Exc back les sc < 3 cm","21930","HCPCS",,,,,,,"facility","outpatient",,,,,,"Humana","Hmo/Pos","5345.54",,,,,,,"fee schedule","1656.59","5345.54",
"Exc back tum deep 5 cm/>","21933","HCPCS",,,,,,,"facility","outpatient",,,,,,"Bcbs","Blue Pathways Exchange","3514.53",,,,,,,"fee schedule","2913.5","11385",
"Exc back tum deep 5 cm/>","21933","HCPCS",,,,,,,"facility","outpatient",,,,,,"Unitedhealthcare","Core/Charter/Nexus Other Commercial Plan","3895",,,,,,,"fee schedule","2913.5","11385",
