HC CHEMODNRVTN 1 EXTREMITY 1 TO 4 MUSCLES,53610173,CDM,761,RC,64642,CPT,,,facility,inpatient,,,785.00000,471.00000,Optum,Commercial,,4481.00,,,,,,,628.00,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC CHEMODNRVTN 1 EXTREMITY 1 TO 4 MUSCLES,53610173,CDM,761,RC,64642,CPT,,,facility,outpatient,,,785.00000,471.00000,Amerihealth Caritas,Managed Medicaid,,217.60,,,,,,,217.60,5449.00,percent of total billed charges,
HC CHEMODNRVTN 1 EXTREMITY 1 TO 4 MUSCLES,53610173,CDM,761,RC,64642,CPT,,,facility,outpatient,,,785.00000,471.00000,Optum,VACCN,,672.20,,,,,,,217.60,5449.00,fee schedule,
HC CHEMODNRVTN 1 EXTREMITY 1 TO 4 MUSCLES,53610173,CDM,761,RC,64642,CPT,,,facility,outpatient,,,785.00000,471.00000,Vaya,Medicaid,,224.12,,,,,,,217.60,5449.00,percent of total billed charges,
HC CHEMODNRVTN 1 EXTREMITY 5 OR MORE MUSCLES,53610174,CDM,761,RC,64644,CPT,,,facility,outpatient,,,649.00000,389.40000,BCBS NC,Blue Select/HMO/PPO,,318.33,,,,,,,179.90,5449.00,percent of total billed charges,
HC CHEMODNRVTN 1 EXTREMITY 5 OR MORE MUSCLES,53610174,CDM,761,RC,64644,CPT,,,facility,outpatient,,,649.00000,389.40000,Carolina Complete Health,Managed Medicaid,,179.90,,,,,,,179.90,5449.00,percent of total billed charges,
HC CHEMODNRVTN 1 EXTREMITY 5 OR MORE MUSCLES,53610174,CDM,761,RC,64644,CPT,,,facility,outpatient,,,649.00000,389.40000,Liberty Medicare Advantage,Medicare Advantage,,705.81,,,,,,,179.90,5449.00,fee schedule,
HC CHEMODNRVTN 1 EXTREMITY 5 OR MORE MUSCLES,53610174,CDM,761,RC,64644,CPT,,,facility,outpatient,,,649.00000,389.40000,Optum,VACCN,,672.20,,,,,,,179.90,5449.00,fee schedule,
HC CHEMODNRVTN PAROTD SUBM SAL BL,53610109,CDM,761,RC,64611,CPT,,,facility,outpatient,,,209.00000,125.40000,Cigna,Commercial,,141.07,,,,,,,57.93,5449.00,percent of total billed charges,
HC CHEMODNRVTN PAROTD SUBM SAL BL,53610109,CDM,761,RC,64611,CPT,,,facility,outpatient,,,209.00000,125.40000,WellCare of North Carolina,Managed Medicaid,,57.93,,,,,,,57.93,5449.00,percent of total billed charges,
HC CHEMODNRVTN TRUNK 1 TO 5 MUSCLES,53610177,CDM,761,RC,64646,CPT,,,facility,outpatient,,,649.00000,389.40000,Humana,Medicare HMO,,705.81,,,,,,,179.90,5449.00,fee schedule,
HC CHEMODNRVTN TRUNK 6 OR MORE MUSCLES,53610178,CDM,361,RC,64647,CPT,,,facility,outpatient,,,649.00000,389.40000,WellCare of North Carolina,Medicare Advantage,,705.81,,,,,,,179.90,5449.00,fee schedule,
HC CHEMODNRVTN TRUNK 6 OR MORE MUSCLES,53610178,CDM,761,RC,64647,CPT,,,facility,outpatient,,,649.00000,389.40000,Aetna,Commercial,,5449.00,,,,,,,179.90,5449.00,case rate,
HC CHEMODNRVTN TRUNK 6 OR MORE MUSCLES,53610178,CDM,761,RC,64647,CPT,,,facility,outpatient,,,649.00000,389.40000,Cigna,Commercial,,438.07,,,,,,,179.90,5449.00,percent of total billed charges,
HC CHEMOTHERAPY PERITONEAL CAVITY PORT OR CATH,43300009,CDM,331,RC,96446,CPT,,,facility,outpatient,,,1272.00000,763.20000,BCBS NC,Medicare Advantage,,312.30,,,,,,,312.30,2448.00,fee schedule,
HC CHEMOTHERAPY PERITONEAL CAVITY PORT OR CATH,43300009,CDM,331,RC,96446,CPT,,,facility,outpatient,,,1272.00000,763.20000,Evernorth (Cigna Behavioral Health),Commercial,,1017.60,,,,,,,312.30,2448.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC CHEMOTHERAPY PERITONEAL CAVITY PORT OR CATH,43300009,CDM,331,RC,96446,CPT,,,facility,outpatient,,,1272.00000,763.20000,United Healthcare,Medicare Advantage,,338.06,,,,,,,312.30,2448.00,fee schedule,
HC CHEST 1 VW FRONTAL,72550253,CDM,324,RC,71045,CPT,,,facility,outpatient,,,268.00000,160.80000,Carolina Complete Health,Managed Medicaid,,74.29,,,,,,,57.19,345.00,percent of total billed charges,
HC CHEST 1 VW FRONTAL,72550253,CDM,324,RC,71045,CPT,,,facility,outpatient,,,268.00000,160.80000,United Healthcare,Individual Exchange,,270.00,,,,,,,57.19,345.00,per diem,
HC CHEST 2 VWS FRONT LATERAL,72550254,CDM,324,RC,71046,CPT,,,facility,outpatient,,,375.00000,225.00000,Aetna,Commercial,,277.50,,,,,,,77.42,345.00,percent of total billed charges,
HC CHEST 3 VWS,73200022,CDM,324,RC,71047,CPT,,,facility,outpatient,,,420.00000,252.00000,Cigna,Commercial,,98.77,,,,,,,82.91,345.00,fee schedule,
HC CHEST 4 OR MORE VWS,72550255,CDM,324,RC,71048,CPT,,,facility,outpatient,,,335.00000,201.00000,BCBS NC,Blue Select/HMO/PPO,,164.32,,,,,,,92.86,345.00,percent of total billed charges,
HC CHEST PHYSICAL THERAPY INITIAL,44100005,CDM,410,RC,94667,CPT,,,facility,outpatient,,,75.00000,45.00000,Evernorth (Cigna Behavioral Health),Commercial,,60.00,,,,,,,20.79,173.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC CHEST PHYSICAL THERAPY SUBSEQUENT,44100008,CDM,410,RC,94668,CPT,,,facility,outpatient,,,75.00000,45.00000,Healthy Blue NC,Managed Medicaid,,20.79,,,,,,,20.79,173.00,percent of total billed charges,
HC CHEST VEST THERAPY SUBSEQUENT,44100010,CDM,410,RC,94669,CPT,,,facility,outpatient,,,56.00000,33.60000,Partners,Medicaid,,15.52,,,,,,,15.52,209.27,percent of total billed charges,
HC CHIMERISM FOR MATERNAL CELL CONTAMINATION OF FETAL CELLS,83002858,CDM,300,RC,81265,CPT,,,facility,outpatient,,,755.00000,453.00000,BCBS NC,Blue Select/HMO/PPO,,559.23,,,,,,,209.29,756.46,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC CHIMERISM POST WO SELECTION,83000039,CDM,300,RC,81267,CPT,,,facility,outpatient,,,974.00000,584.40000,BCBS NC,Blue Select/HMO/PPO,,477.75,,,,,,,201.24,779.20,percent of total billed charges,
HC CHIMERISM POST WO SELECTION,83000039,CDM,300,RC,81267,CPT,,,facility,outpatient,,,974.00000,584.40000,Optum,Commercial,,525.96,,,,,,,201.24,779.20,percent of total billed charges,
HC CHIMERISM W CELL SELECTION,83000040,CDM,300,RC,81268,CPT,,,facility,outpatient,,,878.00000,526.80000,Partners,Medicaid,,243.38,,,,,,,243.38,847.49,percent of total billed charges,
HC CHLORIDE OTHER FLUID,83000335,CDM,301,RC,82438,CPT,,,facility,outpatient,,,26.00000,15.60000,BCBS NC,Blue Value Individual,,8.50,,,,,,,4.85,20.80,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC CHLORIDE OTHER FLUID,83000335,CDM,301,RC,82438,CPT,,,facility,outpatient,,,26.00000,15.60000,Evernorth (Cigna Behavioral Health),Commercial,,20.80,,,,,,,4.85,20.80,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC CHLORIDE SERUM,83000330,CDM,301,RC,82435,CPT,,,facility,outpatient,,,46.00000,27.60000,Alliance,Medicaid,,12.75,,,,,,,4.46,36.80,percent of total billed charges,
HC CHLORIDE SWEAT,83000334,CDM,301,RC,82438,CPT,,,facility,outpatient,,,239.00000,143.40000,Cigna,Commercial,,15.75,,,,,,,4.85,191.20,fee schedule,
HC CHLORIDE URINE,83000333,CDM,301,RC,82436,CPT,,,facility,outpatient,,,45.00000,27.00000,Trillium,Medicaid,,12.60,,,,,,,5.58,36.00,percent of total billed charges,
HC CHLORIDE URINE,83000333,CDM,301,RC,82436,CPT,,,facility,outpatient,,,45.00000,27.00000,Vaya,Medicaid,,12.85,,,,,,,5.58,36.00,percent of total billed charges,
HC CHOLANGIOSCOPY SPYGLASS,67500040,CDM,750,RC,,,,,facility,outpatient,,,3572.00000,2143.20000,Evernorth (Cigna Behavioral Health),Commercial,,2857.60,,,,,,,828.70,2857.60,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC CHOLESTEROL,83000336,CDM,301,RC,82465,CPT,,,facility,outpatient,,,94.00000,56.40000,Optum,VACCN,,4.35,,,,,,,4.22,75.20,fee schedule,
HC CHORIONIC VILLUS SAMPLING,73610233,CDM,361,RC,59015,CPT,,,facility,outpatient,,,564.00000,338.40000,United Healthcare,CHIP/Medicaid,,156.34,,,,,,,156.34,3517.00,percent of total billed charges,
HC CHORIONIC VILLUS SAMPLING,73610233,CDM,361,RC,59015,CPT,,,facility,outpatient,,,564.00000,338.40000,United Healthcare,Individual Exchange,,2246.00,,,,,,,156.34,3517.00,case rate,"Multiple Outpatient Procedures will be reimbursed at 100% for the highest allowable procedure, 50% for the second highest allowable procedure, and 25% for the third highest allowable procedure. Any additional procedures will not be reimbursed."
HC CHROMOSOMAL IN SITU HYBRIDIZATION 10 TO 30 CELLS,83100068,CDM,311,RC,88273,CPT,,,facility,outpatient,,,470.00000,282.00000,Humana,Medicare HMO,,36.55,,,,,,,33.77,376.00,fee schedule,
HC CHROMOSOMAL IN SITU HYBRIDIZATION 10 TO 30 CELLS,83100068,CDM,311,RC,88273,CPT,,,facility,outpatient,,,470.00000,282.00000,Optum,VACCN,,34.81,,,,,,,33.77,376.00,fee schedule,
HC CHROMOSOME ANALYSIS 20 TO 25 CELLS,83100061,CDM,311,RC,88264,CPT,,,facility,inpatient,,,930.00000,558.00000,Optum,Commercial,,4481.00,,,,,,,744.00,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC CHROMOSOME ANALYSIS 20 TO 25 CELLS,83100061,CDM,311,RC,88264,CPT,,,facility,outpatient,,,930.00000,558.00000,BCBS NC,Blue Select/HMO/PPO,,688.85,,,,,,,140.27,744.00,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC CIAGLIA BLUE RHINO PERC 6MM,22720091,CDM,272,RC,,,,,facility,outpatient,,,1494.00000,896.40000,Vaya,Medicaid,,426.54,,,,,,,346.61,1309.34,percent of total billed charges,
HC CIAGLIA BLUE RHINO PERC 8MM,22720092,CDM,272,RC,,,,,facility,outpatient,,,1494.00000,896.40000,Cigna,Commercial,,1008.45,,,,,,,346.61,1309.34,percent of total billed charges,
HC CIRCAID JUXTACURE LONG COMPRESSION SYSTEM,22732020,CDM,273,RC,A9270,HCPCS,,,facility,outpatient,,,409.00000,245.40000,BCBS NC,Blue Select/HMO/PPO,,193.91,,,,,,,94.89,358.45,percent of total billed charges,
HC CIRCAID JUXTACURE SHORT COMPRESSION SYSTEM,22732018,CDM,273,RC,A9270,HCPCS,,,facility,outpatient,,,409.00000,245.40000,Optum,Commercial,,220.86,,,,,,,94.89,358.45,percent of total billed charges,
HC CIRCAID JUXTACURE SHORT COMPRESSION SYSTEM,22732018,CDM,273,RC,A9270,HCPCS,,,facility,outpatient,,,409.00000,245.40000,United Healthcare,CHIP/Medicaid,,113.37,,,,,,,94.89,358.45,percent of total billed charges,
HC CIRCUMCISION,63610049,CDM,361,RC,54150,CPT,,,facility,outpatient,,,485.00000,291.00000,Alliance,Medicaid,,134.44,,,,,,,134.44,9324.00,percent of total billed charges,
HC CLAMP BLUE BLOOD TUBE 000253,22730168,CDM,273,RC,,,,,facility,outpatient,,,2.00000,1.20000,BCBS NC,Blue Select/HMO/PPO,,1.75,,,,,,,0.46400,1.75,percent of total billed charges,
HC CLAVICLE STRAP STRING,22740117,CDM,274,RC,L2580,CPT,,,facility,inpatient,,,14.00000,8.40000,Optum,Commercial,,4481.00,,,,,,,3.54,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC CLAVICLE STRAP STRING,22740117,CDM,274,RC,L2580,CPT,,,facility,outpatient,,,14.00000,8.40000,Aetna,Commercial,,8.40,,,,,,,3.25,12.27,percent of total billed charges,"Paid In Addition to Other Negotiated Rates for all of the listed billing codes, when the sum of the listed billing codes on the claim is greater than $4,171.00."
HC CLO TEST POC,63000004,CDM,301,RC,83013,CPT,,,facility,outpatient,,,63.00000,37.80000,Vaya,Medicaid,,17.99,,,,,,,17.46,219.17,percent of total billed charges,
HC CLOSURE OF COLOVAGINAL FISTULA,67500069,CDM,750,RC,58999,CPT,,,facility,outpatient,,,1229.00000,737.40000,Carolina Complete Health,Managed Medicaid,,340.68,,,,,,,189.41,5449.00,percent of total billed charges,
HC CLOSURE OF COLOVAGINAL FISTULA,67500069,CDM,750,RC,58999,CPT,,,facility,outpatient,,,1229.00000,737.40000,Liberty Medicare Advantage,Medicare Advantage,,205.03,,,,,,,189.41,5449.00,fee schedule,
HC CLOZAPINE,83003216,CDM,301,RC,80159,CPT,,,facility,outpatient,,,86.00000,51.60000,Vaya,Medicaid,,24.55,,,,,,,19.55,68.80,percent of total billed charges,
HC CMA QPCR FOLLOW UP,83100746,CDM,310,RC,81479,CPT,,,facility,outpatient,,,540.00000,324.00000,BCBS NC,Blue Select/HMO/PPO,,264.87,,,,,,,125.28,432.00,percent of total billed charges,
HC CMV IGG SEROLOGY,83000988,CDM,302,RC,86644,CPT,,,facility,outpatient,,,195.00000,117.00000,Partners,Medicaid,,54.05,,,,,,,13.96,156.00,percent of total billed charges,
HC CMV IGG SEROLOGY,83000988,CDM,302,RC,86644,CPT,,,facility,outpatient,,,195.00000,117.00000,United Healthcare,Individual Exchange,,35.93,,,,,,,13.96,156.00,fee schedule,"Unless otherwise indicated in the Facility Fee Schedule Specifications, Laboratory/Pathology Codes not yet listed on the fee schedule or listed on the fee schedule that do not have a Primary or Gap Fill Source Fee will default to a contract rate of 50% PPR."
HC CMV IGM,83000990,CDM,302,RC,86645,CPT,,,facility,outpatient,,,199.00000,119.40000,BCBS NC,Blue Select/HMO/PPO,,147.40,,,,,,,16.34,159.20,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC CMV IGM,83000990,CDM,302,RC,86645,CPT,,,facility,outpatient,,,199.00000,119.40000,Optum,VACCN Behavioral Health,,16.85,,,,,,,16.34,159.20,fee schedule,
HC CMV PCR QUAL NOT BLOOD,83001483,CDM,306,RC,87496,CPT,,,facility,outpatient,,,493.00000,295.80000,BCBS NC,Medicare Advantage,,34.04,,,,,,,34.04,394.40,fee schedule,
HC CMV QUALITATIVE GUTHRIE CARD,83001485,CDM,306,RC,87497,CPT,,,facility,outpatient,,,562.00000,337.20000,Optum,VACCN,,42.84,,,,,,,41.55,449.60,fee schedule,
HC CMV QUALITATIVE GUTHRIE CARD,83001485,CDM,306,RC,87497,CPT,,,facility,outpatient,,,562.00000,337.20000,Vaya,Medicaid,,160.45,,,,,,,41.55,449.60,percent of total billed charges,
HC CMV TOTAL ANTIBODY,83000989,CDM,302,RC,86644,CPT,,,facility,outpatient,,,58.00000,34.80000,BCBS NC,Blue Value Group,,29.31,,,,,,,13.96,47.22,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC CMV TOTAL ANTIBODY,83000989,CDM,302,RC,86644,CPT,,,facility,outpatient,,,58.00000,34.80000,Humana,Medicare PPO,,15.11,,,,,,,13.96,47.22,fee schedule,
HC CMV TOTAL ANTIBODY,83000989,CDM,302,RC,86644,CPT,,,facility,outpatient,,,58.00000,34.80000,WellCare of North Carolina,Managed Medicaid,,16.08,,,,,,,13.96,47.22,percent of total billed charges,
HC CMV VIRAL LOAD QUANTITATIVE,83001486,CDM,306,RC,87497,CPT,,,facility,outpatient,,,562.00000,337.20000,Healthspring (Cigna Medicare Advantage),Medicare Advantage,,44.98,,,,,,,41.55,449.60,fee schedule,
HC CMV VIRAL LOAD QUANTITATIVE,83001486,CDM,306,RC,87497,CPT,,,facility,outpatient,,,562.00000,337.20000,Humana,Medicare HMO,,44.98,,,,,,,41.55,449.60,fee schedule,
HC CMV VIRAL LOAD QUANTITATIVE,83001486,CDM,306,RC,87497,CPT,,,facility,outpatient,,,562.00000,337.20000,Trillium,Medicaid,,157.36,,,,,,,41.55,449.60,percent of total billed charges,
HC COCHLEAR IMPLANT REPROGRAMMING,44710003,CDM,471,RC,92604,CPT,,,facility,outpatient,,,506.00000,303.60000,Amerihealth Caritas,Managed Medicaid,,140.26,,,,,,,140.26,404.80,percent of total billed charges,
HC COCHLEAR IMPLANT REPROGRAMMING,44710003,CDM,471,RC,92604,CPT,,,facility,outpatient,,,506.00000,303.60000,Optum,VACCN Behavioral Health,,151.87,,,,,,,140.26,404.80,fee schedule,
HC COLD ABSORPTION,83001141,CDM,302,RC,86978,CPT,,,facility,outpatient,,,441.00000,264.60000,Cigna,Commercial,,114.66,,,,,,,43.85,352.80,fee schedule,
HC COLLAGEN 5 PLT AGG,83001239,CDM,305,RC,85576,CPT,,,facility,outpatient,,,75.00000,45.00000,BCBS NC,Blue Value Group,,37.90,,,,,,,20.79,80.92,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC COLLAGEN 5 SECRETION,83000325,CDM,301,RC,82397,CPT,,,facility,outpatient,,,124.00000,74.40000,BCBS NC,Blue Select/HMO/PPO,,58.79,,,,,,,13.70,99.20,percent of total billed charges,
HC COLLAR CERVICAL ADULT LG,22740022,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,47.00000,28.20000,Alliance,Medicaid,,13.03,,,,,,,10.90,41.19,percent of total billed charges,
HC COLLAR CERVICAL ADULT SMA,22740024,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,47.00000,28.20000,BCBS NC,Blue Select/HMO/PPO,,23.05,,,,,,,10.90,41.19,percent of total billed charges,
HC COLLAR CERVICAL ADULT SMA,22740024,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,47.00000,28.20000,United Healthcare,CHIP/Medicaid,,13.03,,,,,,,10.90,41.19,percent of total billed charges,
HC COLLAR CERVICAL INFANT 8-12,22740025,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,58.00000,34.80000,Aetna,Medicare Advantage,,13.46,,,,,,,13.46,50.83,percent of total billed charges,
HC COLLAR CERVICAL INFANT SM,22740026,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,58.00000,34.80000,BCBS NC,Blue Value Individual,,23.46,,,,,,,13.46,50.83,percent of total billed charges,
HC COLLAR CERVICAL INFANT SM,22740026,CDM,274,RC,L0120,CPT,,,facility,outpatient,,,58.00000,34.80000,United Healthcare,Commercial,,24.07,,,,,,,13.46,50.83,percent of total billed charges,"Contract rate for High Cost Implants that have eligible charges greater than $8,091.00."
HC COLLECT BLOOD VIA VENOUS CATH,53610056,CDM,761,RC,36592,CPT,,,facility,outpatient,,,156.00000,93.60000,Healthy Blue NC,Managed Medicaid,,43.24,,,,,,,43.24,132.63,percent of total billed charges,
HC COLLECT PERITON FLD ASP SUPPLY,22720279,CDM,272,RC,,,,,facility,outpatient,,,228.00000,136.80000,Aetna,Medicare Advantage,,52.90,,,,,,,52.90,199.82,percent of total billed charges,
HC COLLECTION BLOOD VENIPUNCTURE,43000003,CDM,300,RC,36415,CPT,,,facility,outpatient,,,35.00000,21.00000,BCBS NC,Blue Value Group,,17.69,,,,,,,4.18,28.00,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC COLLECTION BLOOD VENIPUNCTURE,43000003,CDM,300,RC,36415,CPT,,,facility,outpatient,,,35.00000,21.00000,WellCare of North Carolina,Medicare Advantage,,9.54,,,,,,,4.18,28.00,fee schedule,
HC COLONOSCOPY IP BEDSIDE,67500114,CDM,750,RC,45378,HCPCS,,,facility,inpatient,,,3562.00000,2137.20000,Evernorth (Cigna Behavioral Health),Commercial,,2849.60,,,,,,,2849.60,6610.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC COLONOSCOPY IP BEDSIDE,67500114,CDM,750,RC,45378,HCPCS,,,facility,outpatient,,,3562.00000,2137.20000,Healthy Blue NC,Managed Medicaid,,987.39,,,,,,,858.41,7278.00,percent of total billed charges,
HC COLONOSCOPY IP BEDSIDE,67500114,CDM,750,RC,45378,HCPCS,,,facility,outpatient,,,3562.00000,2137.20000,Liberty Medicare Advantage,Medicare Advantage,,929.21,,,,,,,858.41,7278.00,fee schedule,
HC COLPOSCOPY CERVIX W BX AND CURRETAGE,53610065,CDM,761,RC,57454,CPT,,,facility,outpatient,,,549.00000,329.40000,WellCare of North Carolina,Managed Medicaid,,152.18,,,,,,,152.18,7278.00,percent of total billed charges,
HC COLPOSCOPY CERVIX W ENDO CUR,53610067,CDM,761,RC,57456,CPT,,,facility,inpatient,,,350.00000,210.00000,Optum,Commercial,,4481.00,,,,,,,280.00,4481.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC COLPOSCOPY VAGINA ENTIRE,63610042,CDM,361,RC,57420,CPT,,,facility,outpatient,,,498.00000,298.80000,Optum,Commercial,,268.92,,,,,,,138.05,5449.00,percent of total billed charges,
HC COLPOSCOPY VAGINA W BX,63610043,CDM,361,RC,57421,CPT,,,facility,inpatient,,,498.00000,298.80000,Aetna,Commercial,,6610.00,,,,,,,398.40,6610.00,per diem,Must be billed with surgical revenue code and inpatient room and board code.
HC COLPOSCOPY VAGINA W BX,63610043,CDM,361,RC,57421,CPT,,,facility,outpatient,,,498.00000,298.80000,Optum,VACCN,,845.19,,,,,,,138.05,5449.00,fee schedule,
HC COLPOSCOPY VULVA,63610038,CDM,361,RC,56820,CPT,,,facility,outpatient,,,549.00000,329.40000,Partners,Medicaid,,152.18,,,,,,,152.18,5449.00,percent of total billed charges,
HC COMB SPINAL EPID PROC SUPPLIES,22720241,CDM,272,RC,,,,,facility,outpatient,,,259.00000,155.40000,Evernorth (Cigna Behavioral Health),Commercial,,207.20,,,,,,,60.09,226.99,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC COMMON CAROTID EXTRACRANIAL UNILAT,93610020,CDM,361,RC,36222,CPT,,,facility,outpatient,,,7281.00000,4368.60000,WellCare of North Carolina,Medicare Advantage,,3207.91,,,,,,,2018.29,13194.00,fee schedule,
HC COMMON CAROTID INTRACRANIAL UNILAT,93610021,CDM,361,RC,36223,CPT,,,facility,inpatient,,,10485.00000,6291.00000,Optum,Commercial,,4481.00,,,,,,,4481.00,8388.00,per diem,Hospital will be paid lesser of 85% Billed Charges or the per diem rate.
HC COMMON CAROTID INTRACRANIAL UNILAT,93610021,CDM,361,RC,36223,CPT,,,facility,outpatient,,,10485.00000,6291.00000,BCBS NC,Blue Select/HMO/PPO,,7614.21,,,,,,,2906.44,21454.00,percent of total billed charges,
HC COMP AUDIO EVAL AND SPEECH RECOG,44700010,CDM,471,RC,92557,CPT,,,facility,outpatient,,,410.00000,246.00000,Optum,VACCN Behavioral Health,,151.87,,,,,,,113.65,376.00,fee schedule,
HC COMP EP EVAL ADD ON L VENT,93610244,CDM,480,RC,93622,CPT,,,facility,outpatient,,,18028.00000,10816.80000,Optum,CHIP/Managed Medicaid,,4997.36,,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.",,,,0,946.00,15291.00,percent of total billed charges,"Coverage by Optum Transplant limited to services related to transplants, MCSD/LVAD, and CAR-T. Coverage starts on a member's effective date, which is a date pre-determined by Optum when relevant services begin. Coverage ends at the sooner of the Optum case close date or 1) one year after the discharge date of a solid organ transplant, 2) up to one year from the date of the last HSC outpatient infusion, or 3) up to one year after the CAR-T infusion, or 4) up to one year after the discharge date of MCSD surgery.; there were no paid claims found for this combination of service, payer, and plan within the prior 12-15 months of this file's publishing"
HC COMPAT TESTING ANTIGLOBULIN TECH,83001566,CDM,302,RC,86922,CPT,,,facility,outpatient,,,259.00000,155.40000,Amerihealth Caritas,Managed Medicaid,,71.79,,,,,,,43.85,207.20,percent of total billed charges,
HC COMPAT TESTING ANTIGLOBULIN TECH,83001566,CDM,302,RC,86922,CPT,,,facility,outpatient,,,259.00000,155.40000,United Healthcare,Medicare Advantage,,174.65,,,,,,,43.85,207.20,fee schedule,
HC COMPATIBILITY TEST ANTIGLOB DTT CROSSMATCH,83002922,CDM,302,RC,86922,CPT,,,facility,outpatient,,,322.00000,193.20000,Optum,VACCN,,166.33,,,,,,,43.85,257.60,fee schedule,
HC COMPATIBILITY TEST ANTIGLOB DTT CROSSMATCH,83002922,CDM,302,RC,86922,CPT,,,facility,outpatient,,,322.00000,193.20000,United Healthcare,CHIP/Medicaid,,89.26,,,,,,,43.85,257.60,percent of total billed charges,
HC COMPLEMENT ANTIGEN,83000815,CDM,302,RC,86160,CPT,,,facility,outpatient,,,280.00000,168.00000,BCBS NC,Blue Value Group,,141.48,,,,,,,11.64,224.00,percent of total billed charges,A different rate applies if laboratory services are not rendered in conjunction with any other outpatient service.
HC COMPLETE CBC AUTOMATED WO DIFF,83001154,CDM,305,RC,85027,CPT,,,facility,inpatient,,,118.00000,70.80000,Evernorth (Cigna Behavioral Health),Commercial,,94.40,,,,,,,94.40,4481.00,percent of total billed charges,"If a covered service does not have a specified rate, reimbursement will be 80% of charges, subject to a standard reasonable and customary screening."
HC COMPLETE CBC AUTOMATED WO DIFF,83001154,CDM,305,RC,85027,CPT,,,facility,outpatient,,,118.00000,70.80000,Optum,VACCN,,6.47,,,,,,,6.28,94.40,fee schedule,
HC COMPLETE CONGENITAL ECHO,94830001,CDM,483,RC,93303,CPT,,,facility,outpatient,,,1528.00000,916.80000,BCBS NC,Medicare Advantage,,516.24,,,,,,,423.56,1222.40,fee schedule,
HC COMPLEX CYSTOMETROGRAM,63610023,CDM,761,RC,51726,CPT,,,facility,outpatient,,,1208.00000,724.80000,Vaya,Medicaid,,344.88,,,,,,,228.99,5449.00,percent of total billed charges,
HC COMPLEX UROFLOWMETRY,63610024,CDM,920,RC,51741,CPT,,,facility,outpatient,,,578.00000,346.80000,Humana,Medicare HMO,,317.37,,,,,,,160.22,462.40,fee schedule,
HC COMPLEX UROFLOWMETRY,63610024,CDM,920,RC,51741,CPT,,,facility,outpatient,,,578.00000,346.80000,Optum,VACCN,,302.26,,,,,,,160.22,462.40,fee schedule,
HC COMPLEX UROFLOWMETRY,63610024,CDM,920,RC,51741,CPT,,,facility,outpatient,,,578.00000,346.80000,Vaya,Medicaid,,165.02,,,,,,,160.22,462.40,percent of total billed charges,
HC COMPREHENSIVE ASSESSMENT ADOLESCENT A,49100028,CDM,945,RC,90791,CPT,,,facility,outpatient,,,422.00000,253.20000,BCBS NC,Blue Select/HMO/PPO,,319.88,,,,,,,116.98,381.00,percent of total billed charges,
HC COMPREHENSIVE ASSESSMENT ADOLESCENT A,49100028,CDM,945,RC,90791,CPT,,,facility,outpatient,,,422.00000,253.20000,Humana,Medicare PPO,,163.76,,,,,,,116.98,381.00,fee schedule,
HC COMPREHENSIVE ASSESSMENT ADOLESCENT D,49100014,CDM,944,RC,90791,CPT,,,facility,outpatient,,,422.00000,253.20000,Liberty Medicare Advantage,Medicare Advantage,,163.76,,,,,,,116.98,381.00,fee schedule,
