HC - FORESKN MANJ W/LSS PREPUTIAL ADS&STRETCHING,3615445001,CDM,361,RC,54450,CPT,facility,outpatient,,,690.00000,690.00000,Wellpath,FCI Ray Brook,,367.67,,,,,,,138.00,679.24,fee schedule,
HC - FROZEN SECT ADD      P,3108833201,CDM,310,RC,88332,CPT,facility,outpatient,,,144.00000,144.00000,Cigna,Commercial,,143.60,,,,,,,28.80,144.00,fee schedule,Reimbursement will be capped at line item charge.
HC - FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 SQ CM/<,3611526001,CDM,361,RC,15260,CPT,facility,inpatient,,,4860.00000,4860.00000,Empire BlueCross BlueShield,HMO,,3790.80,,,,,,,1360.80,4374.00,percent of total billed charges,
HC - FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 SQ CM/<,3611526001,CDM,361,RC,15260,CPT,facility,outpatient,,,4860.00000,4860.00000,Empire BlueCross BlueShield,HMO,,3790.80,,,,,,,972.00,4784.18,percent of total billed charges,
HC - FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 SQ CM/<,3611526001,CDM,361,RC,15260,CPT,facility,outpatient,,,4860.00000,4860.00000,Wellpath,Correctional Healthcare,,2673.00,,,,,,,972.00,4784.18,percent of total billed charges,
HC - FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN,3008273101,CDM,300,RC,82731,CPT,facility,inpatient,,,394.00000,394.00000,Coventry,Commercial,,334.90,,,,,,,110.32,354.60,percent of total billed charges,
HC - FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN,3008273101,CDM,300,RC,82731,CPT,facility,outpatient,,,394.00000,394.00000,Capital District Physicians' Health Plan,Medicare Advantage,,64.41,,,,,,,64.41,394.40,fee schedule,
HC - FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN,3008273101,CDM,300,RC,82731,CPT,facility,outpatient,,,394.00000,394.00000,Humana Military,TRICARE,,64.41,,,,,,,64.41,394.40,fee schedule,
HC - FULL FIELD ELECTRORETINOGRAPHY W/I&R,9209227301,CDM,920,RC,92273,CPT,facility,outpatient,,,984.00000,984.00000,Coventry,Commercial,,836.40,,,,,,,196.80,968.65,percent of total billed charges,
HC - FULL FIELD ELECTRORETINOGRAPHY W/I&R,9209227301,CDM,920,RC,92273,CPT,facility,outpatient,,,984.00000,984.00000,United Healthcare,Commercial,,968.65,,,,,,,196.80,968.65,percent of total billed charges,
HC - FUNGUS SMEAR,3008720601,CDM,300,RC,87206,CPT,facility,outpatient,,,103.00000,103.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,49.44,,,,,,,5.39,103.10,percent of total billed charges,
HC - GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES,3008278701,CDM,300,RC,82787,CPT,facility,inpatient,,,101.00000,101.00000,MagnaCare,Commercial,,80.80,,,,,,,28.28,90.90,percent of total billed charges,
HC - GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES,3008278701,CDM,300,RC,82787,CPT,facility,outpatient,,,101.00000,101.00000,Cigna,Commercial,,100.70,,,,,,,8.02,101.00,fee schedule,Reimbursement will be capped at line item charge.
HC - GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES,3008278701,CDM,300,RC,82787,CPT,facility,outpatient,,,101.00000,101.00000,NPPN,Commercial,,90.90,,,,,,,8.02,101.00,percent of total billed charges,
HC - GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES,3008278701,CDM,300,RC,82787,CPT,facility,outpatient,,,101.00000,101.00000,Wellpath,FCI Ray Brook,,12.03,,,,,,,8.02,101.00,fee schedule,
HC - GASES BLOOD O2 SATURATION ONLY DIRECT MEAS,3008281001,CDM,300,RC,82810,CPT,facility,outpatient,,,21.00000,21.00000,Coventry,Commercial,,17.85,,,,,,,4.20,21.00,percent of total billed charges,
HC - GASES BLOOD O2 SATURATION ONLY DIRECT MEAS,3008281001,CDM,300,RC,82810,CPT,facility,outpatient,,,21.00000,21.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,10.08,,,,,,,4.20,21.00,percent of total billed charges,
HC - GASES BLOOD O2 SATURATION ONLY DIRECT MEAS,3008281001,CDM,300,RC,82810,CPT,facility,outpatient,,,21.00000,21.00000,Veterans Affairs Community Care Network,Veterans Administration,,9.77,,,,,,,4.20,21.00,fee schedule,
HC - GASES BLOOD PH ONLY,3008280001,CDM,300,RC,82800,CPT,facility,outpatient,,,13.00000,13.00000,MVP,Medicare Advantage,,11.28,,,,,,,2.60,16.50,fee schedule,
HC - GASTRIC EMPTYING IMAGING STUDY,3417826401,CDM,341,RC,78264,CPT,facility,outpatient,,,2932.00000,2932.00000,Harvard Pilgrim,Commercial,,2345.60,,,,,,,404.96,2886.26,percent of total billed charges,
HC - GASTRIC EMPTYNG IMAG STD W/SM BWL TRANSIT,3417826501,CDM,341,RC,78265,CPT,facility,outpatient,,,3060.00000,3060.00000,Veterans Affairs Community Care Network,Veterans Administration,,404.96,,,,,,,404.96,3012.26,fee schedule,
HC - GASTRIC FISTULA REPAIR (ENDOSCOPIC),7504399902,CDM,750,RC,43999,CPT,facility,inpatient,,,2884.00000,2884.00000,Coventry,Commercial,,2451.40,,,,,,,807.52,2595.60,percent of total billed charges,
HC - GASTRIC FISTULA REPAIR (ENDOSCOPIC),7504399902,CDM,750,RC,43999,CPT,facility,inpatient,,,2884.00000,2884.00000,EBPA,ERISA Welfare Plans,,2480.24,,,,,,,807.52,2595.60,percent of total billed charges,
HC - GASTRIC FISTULA REPAIR (ENDOSCOPIC),7504399902,CDM,750,RC,43999,CPT,facility,outpatient,,,2884.00000,2884.00000,Fidelis Care,Medicare Advantage,,1039.36,,,,,,,576.80,2839.01,fee schedule,
HC - GASTRIC INTUBAT DX W/ASPIRATION SINGLE SPECIMEN,7504375401,CDM,750,RC,43754,CPT,facility,outpatient,,,876.00000,876.00000,Cigna,Commercial,,854.10,,,,,,,175.20,862.33,percent of total billed charges,
HC - GASTRIC INTUBAT DX W/ASPIRATION SINGLE SPECIMEN,7504375401,CDM,750,RC,43754,CPT,facility,outpatient,,,876.00000,876.00000,St. Regis,HMO,,313.83,,,,,,,175.20,862.33,fee schedule,
HC - GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE,7504375301,CDM,750,RC,43753,CPT,facility,outpatient,,,790.00000,790.00000,EBPA,ERISA Welfare Plans,,679.40,,,,,,,158.00,777.68,percent of total billed charges,
HC - GASTROESOPHAG REFLX TEST W/TELEMTRY PH ELTRD,7509103501,CDM,750,RC,91035,CPT,facility,outpatient,,,2911.00000,2911.00000,Wellpath,Correctional Healthcare,,1601.05,,,,,,,534.74,2865.59,percent of total billed charges,
HC - GASTROESOPHAGEAL REFLUX STUDY,3417826201,CDM,341,RC,78262,CPT,facility,outpatient,,,2793.00000,2793.00000,MagnaCare,Commercial,,2234.40,,,,,,,404.96,2749.43,percent of total billed charges,
HC - GEN SEQ ANALYS HEMATOLYMPHOID NEO 5-50 GENE,3008145001,CDM,300,RC,81450,CPT,facility,inpatient,,,3498.00000,3498.00000,Humana Military,TRICARE,,979.44,,,,,,,979.44,3148.20,percent of total billed charges,
HC - GENE PANEL SOLID TUMOR 5-50 GENE CO MOLEC LAB,3008144502,CDM,300,RC,81445,CPT,facility,inpatient,,,3200.00000,3200.00000,Capital District Physicians' Health Plan,Managed Medicaid/Essential Plans,,1600.00,,,,,,,896.00,2880.00,percent of total billed charges,
HC - GENE PANEL SOLID TUMOR 5-50 GENE CO MOLEC LAB,3008144502,CDM,300,RC,81445,CPT,facility,inpatient,,,3200.00000,3200.00000,Harvard Pilgrim,Commercial,,2560.00,,,,,,,896.00,2880.00,percent of total billed charges,
HC - GENE PANEL SOLID TUMOR 5-50 GENE CO MOLEC LAB,3008144502,CDM,300,RC,81445,CPT,facility,outpatient,,,3200.00000,3200.00000,Excellus BlueCross BlueShield,Medicare Advantage,,896.00,,,,,,,597.91,3200.00,percent of total billed charges,
HC - GENOMICS HEMATOLYMPHOID NEO >51 GENE,3008145501,CDM,300,RC,81455,CPT,facility,inpatient,,,4056.00000,4056.00000,Cigna,Behavioral Health,,3650.40,,,,,,,1135.68,3650.40,percent of total billed charges,
HC - GENOMICS HEMATOLYMPHOID NEO >51 GENE,3008145501,CDM,300,RC,81455,CPT,facility,outpatient,,,4056.00000,4056.00000,Cigna,Commercial,,4056.00,,,,,,,811.20,4379.40,fee schedule,Reimbursement will be capped at line item charge.
HC - GENOMICS HEMATOLYMPHOID NEO >51 GENE,3008145501,CDM,300,RC,81455,CPT,facility,outpatient,,,4056.00000,4056.00000,United Healthcare,Commercial,,4056.00,,,,,,,811.20,4379.40,fee schedule,Reimbursement will be capped at line item charge.
HC - GI TRACT IMAGING INTRALUMINAL COLON I&R,7509111301,CDM,750,RC,91113,CPT,facility,outpatient,,,2553.00000,2553.00000,Cigna,Commercial,,2489.18,,,,,,,510.60,2513.17,percent of total billed charges,
HC - GIARDIA ANTIGEN DETECTION,3008726901,CDM,300,RC,87269,CPT,facility,inpatient,,,51.00000,51.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,24.48,,,,,,,14.28,45.90,percent of total billed charges,
HC - GLUC TOL 2HR FASTING,3008294701,CDM,300,RC,82947,CPT,facility,outpatient,,,30.00000,30.00000,Capital District Physicians' Health Plan,Medicare Advantage,,3.93,,,,,,,3.93,30.00,fee schedule,
HC - GLUC TOL 2HR POST GLUCOSE,3008295001,CDM,300,RC,82950,CPT,facility,inpatient,,,30.00000,30.00000,Empire BlueCross BlueShield,HMO,,23.40,,,,,,,8.40,27.00,percent of total billed charges,
HC - GLUC-6-PHOSPHATE DEHYDROGENASE QUANTITATIVE,3008295501,CDM,300,RC,82955,CPT,facility,outpatient,,,193.00000,193.00000,MagnaCare,Commercial,,154.40,,,,,,,9.70,193.40,percent of total billed charges,
HC - GLUCOSE 1HR GESTATIONAL SCREEN,3008295002,CDM,300,RC,82950,CPT,facility,outpatient,,,30.00000,30.00000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,28.44,,,,,,,4.75,30.00,fee schedule,Reimbursement will be capped at line item charge.
HC - GLUCOSE CSF,3008294501,CDM,300,RC,82945,CPT,facility,inpatient,,,41.00000,41.00000,NPPN,Commercial,,36.90,,,,,,,11.48,36.90,percent of total billed charges,
HC - GLUCOSE TOLERANCE EA ADDL BEYOND 3 SPECIMENS,3008295201,CDM,300,RC,82952,CPT,facility,inpatient,,,30.00000,30.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,14.40,,,,,,,8.40,27.00,percent of total billed charges,
HC - GLUCOSE TOLERANCE EA ADDL BEYOND 3 SPECIMENS,3008295201,CDM,300,RC,82952,CPT,facility,outpatient,,,30.00000,30.00000,MagnaCare,Commercial,,24.00,,,,,,,3.92,30.00,percent of total billed charges,
HC - GLUCOSE,3008294702,CDM,300,RC,82947,CPT,facility,outpatient,,,30.00000,30.00000,Capital District Physicians' Health Plan,Commercial,,22.47,,,,,,,3.93,30.00,percent of total billed charges,
HC - GONADOTROPIN FOLLICLE STIMULATING HORMONE,3008300101,CDM,300,RC,83001,CPT,facility,inpatient,,,106.00000,106.00000,Humana Military,TRICARE,,29.68,,,,,,,29.68,95.40,percent of total billed charges,
HC - GONADOTROPIN FOLLICLE STIMULATING HORMONE,3008300101,CDM,300,RC,83001,CPT,facility,outpatient,,,106.00000,106.00000,Fidelis Care,Managed Medicaid,,23.23,,,,,,,18.58,106.20,fee schedule,Reimbursement will be capped at line item charge.
HC - GONADOTROPIN FOLLICLE STIMULATING HORMONE,3008300101,CDM,300,RC,83001,CPT,facility,outpatient,,,106.00000,106.00000,Martins Point, TRICARE Prime/Department of Defense,,19.04,,,,,,,18.58,106.20,fee schedule,
HC - GQ1B IGG ELISA,3008351658,CDM,300,RC,83516,CPT,facility,inpatient,,,238.00000,238.00000,Harvard Pilgrim,Commercial,,190.40,,,,,,,66.64,214.20,percent of total billed charges,
HC - GQ1B IGG ELISA,3008351658,CDM,300,RC,83516,CPT,facility,inpatient,,,238.00000,238.00000,Humana Military,TRICARE,,66.64,,,,,,,66.64,214.20,percent of total billed charges,
HC - GROSS PULPAL DEBRIDEMENT,5120332101,CDM,512,RC,D3321,HCPCS,facility,inpatient,,,354.00000,354.00000,Humana Military,TRICARE,,99.12,,,,,,,99.12,318.60,percent of total billed charges,
HC - GROUP B STREP PCR FOR PEN ALLERGIC PATIENTS,3008765302,CDM,300,RC,87653,CPT,facility,outpatient,,,175.00000,175.00000,United Healthcare,Managed Medicaid/Essential Plans,,35.00,,,,,,,35.00,175.30,percent of total billed charges,
HC - GROUP B STREPTOCOCCUS PCR,3008765303,CDM,300,RC,87653,CPT,facility,outpatient,,,175.00000,175.00000,Excellus BlueCross BlueShield,Commercial,,146.25,,,,,,,35.00,175.30,percent of total billed charges,
HC - GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY,3417826601,CDM,341,RC,78266,CPT,facility,inpatient,,,3583.00000,3583.00000,Cigna,Behavioral Health,,3224.70,,,,,,,1003.24,3224.70,percent of total billed charges,
HC - GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY,3417826601,CDM,341,RC,78266,CPT,facility,outpatient,,,3583.00000,3583.00000,United Healthcare,Managed Medicaid/Essential Plans,,716.60,,,,,,,542.47,3527.11,percent of total billed charges,
HC - GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY,3417826601,CDM,341,RC,78266,CPT,facility,outpatient,,,3583.00000,3583.00000,United Healthcare,Medicare Advantage,,542.47,,,,,,,542.47,3527.11,fee schedule,
HC - GUIDANCE FOR LOC OF TARGET VOL RADIAJ TX DLVR,3337738701,CDM,333,RC,77387,CPT,facility,outpatient,,,954.00000,954.00000,Cigna,Commercial,,714.78,,,,,,,97.41,939.12,fee schedule,Reimbursement will be capped at line item charge.
HC - GUIDANCE FOR LOC OF TARGET VOL RADIAJ TX DLVR,3337738701,CDM,333,RC,77387,CPT,facility,outpatient,,,954.00000,954.00000,NPPN,Commercial,,858.60,,,,,,,97.41,939.12,percent of total billed charges,
HC - H CUT/MOUNT,3108839901,CDM,310,RC,88399,CPT,facility,outpatient,,,30.00000,30.00000,Humana Military,TRICARE,,53.85,,,,,,,6.00,80.78,fee schedule,
HC - H CUT/MOUNT,3108839901,CDM,310,RC,88399,CPT,facility,outpatient,,,30.00000,30.00000,Wellpath,Correctional Healthcare,,16.50,,,,,,,6.00,80.78,percent of total billed charges,
HC - H CUT/MT/M&E,3108839902,CDM,310,RC,88399,CPT,facility,outpatient,,,33.00000,33.00000,NPPN,Commercial,,29.70,,,,,,,6.60,80.78,percent of total billed charges,
HC - H PROC/CUT/MT,3108839904,CDM,310,RC,88399,CPT,facility,inpatient,,,61.00000,61.00000,Harvard Pilgrim,Commercial,,48.80,,,,,,,17.08,54.90,percent of total billed charges,
HC - H PROC/H&E,3108839905,CDM,310,RC,88399,CPT,facility,inpatient,,,64.00000,64.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,30.72,,,,,,,17.92,57.60,percent of total billed charges,
HC - H PROC/H&E,3108839905,CDM,310,RC,88399,CPT,facility,outpatient,,,64.00000,64.00000,Excellus BlueCross BlueShield,Medicare Advantage,,17.92,,,,,,,12.80,80.78,percent of total billed charges,
HC - H PROC/H&E,3108839905,CDM,310,RC,88399,CPT,facility,outpatient,,,64.00000,64.00000,St. Regis,HMO,,53.85,,,,,,,12.80,80.78,fee schedule,
HC - H PYLORI STOOL ANTIGEN,3008733802,CDM,300,RC,87338,CPT,facility,inpatient,,,313.00000,313.00000,Empire BlueCross BlueShield,HMO,,244.14,,,,,,,87.64,281.70,percent of total billed charges,
HC - H&E ONLY 1-1,3108839906,CDM,310,RC,88399,CPT,facility,outpatient,,,19.00000,19.00000,Capital District Physicians' Health Plan,Medicare Advantage,,53.85,,,,,,,3.80,80.78,fee schedule,
HC - H&E ONLY 1-1,3108839906,CDM,310,RC,88399,CPT,facility,outpatient,,,19.00000,19.00000,NPPN,Commercial,,17.10,,,,,,,3.80,80.78,percent of total billed charges,
HC - H&E ONLY 1-1,3108839906,CDM,310,RC,88399,CPT,facility,outpatient,,,19.00000,19.00000,United Healthcare,Commercial,,30.00,,,,,,,3.80,80.78,fee schedule,Reimbursement will be capped at line item charge.
HC - HAND BASED THUMB IP/MP FLEXION SPLINT,2740392102,CDM,274,RC,L3921,HCPCS,facility,outpatient,,,155.34000,155.34000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,318.05,,,,,,,31.07,368.19,fee schedule,Reimbursement will be capped at line item charge.
HC - HAND-BASED CUFF SPLINT-(FABRICTED),2740391902,CDM,274,RC,L3919,HCPCS,facility,outpatient,,,67.79000,67.79000,Cigna,Commercial,,66.10,,,,,,,13.56,207.59,percent of total billed charges,
HC - HAND-BASED SPLINT FOR IP FLEXION,2740392103,CDM,274,RC,L3921,HCPCS,facility,outpatient,,,168.91000,168.91000,Aetna,Medicare Advantage,,77.70,,,,,,,33.78,368.19,percent of total billed charges,
HC - HCG BETA,3008470289,CDM,300,RC,84702,CPT,facility,inpatient,,,102.00000,102.00000,Coventry,Commercial,,86.70,,,,,,,28.56,91.80,percent of total billed charges,
HC - HCG BETA,3008470289,CDM,300,RC,84702,CPT,facility,outpatient,,,102.00000,102.00000,Aetna,Medicare Advantage,,15.05,,,,,,,15.05,102.00,fee schedule,
HC - HDR RDNCL NTRSTL/INTRCAV BRACHYTX 1 CHANNEL,3337777001,CDM,333,RC,77770,CPT,facility,outpatient,,,9004.00000,9004.00000,Humana Military,TRICARE,,699.22,,,,,,,699.22,8863.54,fee schedule,
HC - HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,3337777101,CDM,333,RC,77771,CPT,facility,outpatient,,,7968.00000,7968.00000,Capital District Physicians' Health Plan,Medicare Advantage,,699.22,,,,,,,699.22,7843.70,fee schedule,
HC - HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,3337777101,CDM,333,RC,77771,CPT,facility,outpatient,,,7968.00000,7968.00000,Fidelis Care,Medicare Advantage,,769.14,,,,,,,699.22,7843.70,fee schedule,
HC - HDR RDNCL NTRSTL/INTRCAV BRACHYTX 2-12 CHANNEL,3337777101,CDM,333,RC,77771,CPT,facility,outpatient,,,7968.00000,7968.00000,Wellpath,Correctional Healthcare,,4382.40,,,,,,,699.22,7843.70,percent of total billed charges,
HC - HEMIPHALANGECTOMY/INTERPHALANGEAL JOINT EXC TOE,3612816001,CDM,361,RC,28160,CPT,facility,outpatient,,,8422.00000,8422.00000,Empire BlueCross BlueShield,HMO,,6569.16,,,,,,,1684.40,8290.62,percent of total billed charges,
HC - HEMODIALYSIS PROCEDURE W/ PHYS/QHP EVALUATION OSR,8019093502,CDM,801,RC,90935,CPT,facility,inpatient,,,2310.00000,2310.00000,Coventry,Commercial,,1963.50,,,,,,,646.80,2079.00,percent of total billed charges,
HC - HEMODIALYSIS PROCEDURE W/ PHYS/QHP EVALUATION OSR,8019093502,CDM,801,RC,90935,CPT,facility,outpatient,,,2310.00000,2310.00000,Veterans Affairs Community Care Network,Veterans Administration,,705.18,,,,,,,462.00,2273.96,fee schedule,
HC - HEMODIALYSIS PROCEDURE W/ PHYS/QHP EVALUATION,8019093501,CDM,801,RC,90935,CPT,facility,outpatient,,,1925.00000,1925.00000,Excellus BlueCross BlueShield,Commercial,,1608.72,,,,,,,385.00,1894.97,percent of total billed charges,
HC - HEMOGLOBIN A1C,3008303690,CDM,300,RC,83036,CPT,facility,outpatient,,,93.00000,93.00000,BlueCross BlueShield Vermont,Indemnity,,87.90,,,,,,,9.71,93.00,fee schedule,Reimbursement will be capped at line item charge.
HC - HEMOGLOBIN A1C,3008303690,CDM,300,RC,83036,CPT,facility,outpatient,,,93.00000,93.00000,St. Regis,HMO,,9.71,,,,,,,9.71,93.00,fee schedule,
HC - HEMOGLOBIN A2,3008302004,CDM,300,RC,83020,CPT,facility,inpatient,,,226.00000,226.00000,Excellus BlueCross BlueShield,Commercial,,168.94,,,,,,,63.28,203.40,percent of total billed charges,
HC - HEMOGLOBIN A2,3008302004,CDM,300,RC,83020,CPT,facility,outpatient,,,226.00000,226.00000,Empire BlueCross BlueShield,HMO,,176.28,,,,,,,12.87,226.20,percent of total billed charges,
HC - HEMOGLOBIN A2,3008302004,CDM,300,RC,83020,CPT,facility,outpatient,,,226.00000,226.00000,St. Regis,HMO,,12.87,,,,,,,12.87,226.20,fee schedule,
HC - HEMOGLOBIN FRACTJ/QUANTJ ELECTROPHORESIS,3008302001,CDM,300,RC,83020,CPT,facility,inpatient,,,226.00000,226.00000,MagnaCare,Commercial,,180.80,,,,,,,63.28,203.40,percent of total billed charges,
HC - HEMOGLOBIN FRACTJ/QUANTJ ELECTROPHORESIS,3008302001,CDM,300,RC,83020,CPT,facility,outpatient,,,226.00000,226.00000,United Healthcare,Managed Medicaid/Essential Plans,,45.20,,,,,,,12.87,226.20,percent of total billed charges,
HC - HEMOGLOBIN METHEMOGLOBIN QUANTITATIVE,3008305001,CDM,300,RC,83050,CPT,facility,inpatient,,,108.00000,108.00000,Cigna,Behavioral Health,,97.20,,,,,,,30.24,97.20,percent of total billed charges,
HC - HEMOGLOBIN,3008501890,CDM,300,RC,85018,CPT,facility,outpatient,,,26.00000,26.00000,MVP,Medicare Advantage,,2.43,,,,,,,2.37,26.00,fee schedule,
HC - HEMOGLOBIN,3008501890,CDM,300,RC,85018,CPT,facility,outpatient,,,26.00000,26.00000,United Healthcare,Medicare Advantage,,2.37,,,,,,,2.37,26.00,fee schedule,
HC - HEMOGLOBIN-OSAT,3008501889,CDM,300,RC,85018,CPT,facility,inpatient,,,26.00000,26.00000,Cigna,Behavioral Health,,23.40,,,,,,,7.28,23.40,percent of total billed charges,
HC - HEMOGLOBIN-OSAT,3008501889,CDM,300,RC,85018,CPT,facility,outpatient,,,26.00000,26.00000,BlueCross BlueShield Vermont,The Vermont Health Plan/Vermont Health Partnership,,24.29,,,,,,,2.37,26.00,fee schedule,Reimbursement will be capped at line item charge.
HC - HEMOLYSINS&AGGLUTININS INCUBATED,3008694101,CDM,300,RC,86941,CPT,facility,outpatient,,,110.00000,110.00000,Cigna,Commercial,,110.40,,,,,,,12.11,110.40,fee schedule,Reimbursement will be capped at line item charge.
HC - HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,7504622101,CDM,750,RC,46221,CPT,facility,outpatient,,,2553.00000,2553.00000,Fidelis Care,Medicare Advantage,,1010.70,,,,,,,510.60,2513.17,fee schedule,
HC - HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,7504622101,CDM,750,RC,46221,CPT,facility,outpatient,,,2553.00000,2553.00000,Wellpath,FCI Ray Brook,,1378.23,,,,,,,510.60,2513.17,fee schedule,
HC - HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP,7504625501,CDM,750,RC,46255,CPT,facility,outpatient,,,4713.00000,4713.00000,BlueCross BlueShield Vermont,Indemnity,,4433.04,,,,,,,942.60,4639.48,fee schedule,Reimbursement will be capped at line item charge.
HC - HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP,7504625501,CDM,750,RC,46255,CPT,facility,outpatient,,,4713.00000,4713.00000,Wellpath,FCI Ray Brook,,4145.67,,,,,,,942.60,4639.48,fee schedule,
HC - HEMORRHOIDECTOMY XTRNL 2/> COLUMN/GROUP,7504625001,CDM,750,RC,46250,CPT,facility,inpatient,,,2967.00000,2967.00000,Excellus BlueCross BlueShield,Commercial,,2217.83,,,,,,,830.76,2670.30,percent of total billed charges,
HC - HEPARIN NEUTRALIZATION,3008552501,CDM,300,RC,85525,CPT,facility,outpatient,,,45.00000,45.00000,United Healthcare,Managed Medicaid/Essential Plans,,9.00,,,,,,,9.00,45.00,percent of total billed charges,
HC - HEPARIN PF4 AB,3008602201,CDM,300,RC,86022,CPT,facility,inpatient,,,469.00000,469.00000,Empire BlueCross BlueShield,HMO,,365.82,,,,,,,131.32,422.10,percent of total billed charges,
HC - HEPARIN PF4 AB,3008602201,CDM,300,RC,86022,CPT,facility,inpatient,,,469.00000,469.00000,Humana Military,TRICARE,,131.32,,,,,,,131.32,422.10,percent of total billed charges,
HC - HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,3297588901,CDM,329,RC,75889,CPT,facility,outpatient,,,6208.00000,6208.00000,Aetna,Medicare Advantage,,3172.05,,,,,,,1241.60,6111.16,fee schedule,
HC - HEPATITIS A  ANTIBODY,3008670802,CDM,300,RC,86708,CPT,facility,outpatient,,,89.00000,89.00000,United Healthcare,Commercial,,89.00,,,,,,,12.39,89.20,fee schedule,Reimbursement will be capped at line item charge.
HC - HEPATITIS ANTIBODY IGM ANTIBODY,3008670901,CDM,300,RC,86709,CPT,facility,outpatient,,,118.00000,118.00000,EBPA,ERISA Welfare Plans,,101.48,,,,,,,11.26,118.30,percent of total billed charges,
HC - HEPATITIS ANTIBODY IGM ANTIBODY,3008670901,CDM,300,RC,86709,CPT,facility,outpatient,,,118.00000,118.00000,Harvard Pilgrim,Commercial,,94.40,,,,,,,11.26,118.30,percent of total billed charges,
HC - HEPATITIS B CORE ANTIBODY HBCAB IGM ANTIBODY,3008670501,CDM,300,RC,86705,CPT,facility,outpatient,,,208.00000,208.00000,BlueCross BlueShield Vermont,Indemnity,,197.42,,,,,,,11.77,208.00,fee schedule,Reimbursement will be capped at line item charge.
HC - HEPATITIS B CORE ANTIBODY HBCAB IGM ANTIBODY,3008670501,CDM,300,RC,86705,CPT,facility,outpatient,,,208.00000,208.00000,Excellus BlueCross BlueShield,Medicare Advantage,,58.24,,,,,,,11.77,208.00,percent of total billed charges,
HC - HEPATITIS B SCREEN HIGH RISK INDIVIDUAL,3000049901,CDM,300,RC,G0499,HCPCS,facility,outpatient,,,1.00000,1.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,0.48000,,,,,,,0.20000,42.41,percent of total billed charges,
HC - HEPATITIS B SCREEN HIGH RISK INDIVIDUAL,3000049901,CDM,300,RC,G0499,HCPCS,facility,outpatient,,,1.00000,1.00000,MagnaCare,Commercial,,0.80000,,,,,,,0.20000,42.41,percent of total billed charges,
HC - HEPATITIS B SURF ANTIBODY HBSAB,3008670601,CDM,300,RC,86706,CPT,facility,outpatient,,,105.00000,105.00000,Excellus BlueCross BlueShield,Medicare Advantage,,29.40,,,,,,,10.74,105.00,percent of total billed charges,
HC - HEPATITIS B SURF ANTIBODY HBSAB,3008670601,CDM,300,RC,86706,CPT,facility,outpatient,,,105.00000,105.00000,Fidelis Care,Medicare Advantage,,13.43,,,,,,,10.74,105.00,fee schedule,Reimbursement will be capped at line item charge.
HC - HEPATITIS B SURFACE ANTIGEN,3008734089,CDM,300,RC,87340,CPT,facility,inpatient,,,96.00000,96.00000,Excellus BlueCross BlueShield,Managed Medicaid/Essential Plans,,46.08,,,,,,,26.88,86.40,percent of total billed charges,
HC - HEPATITIS B TOTAL CORE ANTIBODY,3008670489,CDM,300,RC,86704,CPT,facility,inpatient,,,100.00000,100.00000,MagnaCare,Commercial,,80.00,,,,,,,28.00,90.00,percent of total billed charges,
HC - HEPATITIS BE ANTIBODY HBEAB,3008670701,CDM,300,RC,86707,CPT,facility,inpatient,,,127.00000,127.00000,Excellus BlueCross BlueShield,Commercial,,94.93,,,,,,,35.56,114.30,percent of total billed charges,
